GISJOIN,YEAR,STATE,STATEA,AREANAME,AN9001,AN9002,AN9003,AN9004,AN9005,AN9006,AN9007,AN9008,AN9009,AN9010,AN9011,AN9012,AN9013,AN9014,AN9015,AN9016,AN9017,AN9018,AN9019,AN9020,AN9021,AN9022,AN9023,AN9024,AN9025,AN9026,AN9027,AN9028,AN9029,AN9030,AN9031,AN9032,AN9033,AN9034,AN9035,AN9036,AN9037,AN9038,AN9039,AN9040,AN9041,AN9042,AN9043,AN9044,AN9045,AN9046,AN9047,AN9048,AN9049,AN9050,AN9051,AN9052,AN9053,AN9054,AN9055,AN9056,AN9057,AN9058,AN9059,AN9060,AN9061,AN9062,AN9063,AN9064,AN9065,AN9066,AN9067,AN9068,AN9069,AN9070,AN9071,AN9072,AN9073,AN9074,AN9075,AN9076,AN9077,AN9078,AN9079,AN9080,AN9081,AN9082,AN9083,AN9084,AN9085,AN9086,AN9087,AN9088,AN9089,AN9090,AN9091,AN9092,AN9093,AN9094,AN9095,AN9096,AN9097,AN9098,AN9099,AN9100,AN9101,AN9102,AN9103,AN9104,AN9105,AN9106,AN9107,AN9108,AN9109,AN9110,AN9111,AN9112,AN9113,AN9114,AN9115,AN9116,AN9117,AN9118,AN9119,AN9120,AN9121,AN9122,AN9123,AN9124,AN9125,AN9126,AN9127,AN9128,AN9129,AN9130,AN9131,AN9132,AN9133,AN9134,AN9135,AN9136,AN9137,AN9138,AN9139,AN9140,AN9141,AN9142,AN9143,AN9144,AN9145,AN9146,AN9147,AN9148,AN9149,AN9150,AN9151,AN9152,AN9153,AN9154,AN9155,AN9156,AN9157,AN9158,AN9159,AN9160,AN9161,AN9162,AN9163,AN9164,AN9165,AN9166,AN9167,AN9168,AN9169,AN9170,AN9171,AN9172,AN9173,AN9174,AN9175,AN9176,AN9177,AN9178,AN9179,AN9180,AN9181,AN9182,AN9183,AN9184,AN9185,AN9186,AN9187,AN9188,AN9189,AN9190,AN9191,AN9192,AN9193,AN9194,AN9195,AN9196,AN9197,AN9198,AN9199,AN9200,AN9201,AN9202,AN9203,AN9204,AN9205,AN9206,AN9207,AN9208,AN9209,AN9210,AN9211,AN9212,AN9213,AN9214,AN9215,AN9216,AN9217,AN9218,AN9219,AN9220,AN9221,AN9222,AN9223,AN9224,AN9225,AN9226,AN9227,AN9228,AN9229,AN9230,AN9231,AN9232,AN9233,AN9234,AN9235,AN9236,AN9237,AN9238,AN9239,AN9240,AN9241,AN9242,AN9243,AN9244,AN9245,AN9246,AN9247,AN9248,AN9249,AN9250,AN9251,AN9252,AN9253,AN9254,AN9255,AN9256,AN9257,AN9258,AN9259,AN9260,AN9261,AN9262,AN9263,AN9264,AN9265,AN9266,AN9267,AN9268,AN9269,AN9270,AN9271,AN9272,AN9273,AN9274,AN9275,AN9276,AN9277,AN9278,AN9279,AN9280,AN9281,AN9282,AN9283,AN9284,AN9285,AN9286,AN9287,AN9288,AN9289,AN9290,AN9291,AN9292,AN9293,AN9294,AN9295,AN9296,AN9297,AN9298,AN9299,AN9300,AN9301,AN9302,AN9303,AN9304,AN9305,AN9306,AN9307,AN9308,AN9309,AN9310,AN9311,AN9312,AN9313,AN9314,AN9315,AN9316,AN9317,AN9318,AN9319,AN9320,AN9321,AN9322,AN9323,AN9324,AN9325,AN9326,AN9327,AN9328,AN9329,AN9330,AN9331,AN9332,AN9333,AN9334,AN9335,AN9336,AN9337,AN9338,AN9339,AN9340,AN9341,AN9342,AN9343,AN9344,AN9345,AN9346,AN9347,AN9348,AN9349,AN9350,AN9351,AN9352,AN9353,AN9354,AN9355,AN9356,AN9357,AN9358,AN9359,AN9360,AN9361,AN9362,AN9363,AN9364
"G305","1870","Montana Territory","305","Montana Territory",34,27,78,130,23,12,71,797,471,466,61,503,44,331,137,293,218,111,33,1252,55,13,100,118,1676,54,1125,83,897,30,33,171,13,185,359,256,0,0,98,6,58,34,1,1588,7,185,23,17,2,9,0,0,0,1,36,25,23,1161,0,0,2,95,0,193,1233,0,2731,3,0,18,11,0,34,0,5,0,30,88,0,55,2,7,1,17,3,141,97,0,2,2,2,1,0,0,1,0,2,1,0,2,2,2,25,7,2,5,2,0,0,0,52,1,0,1,0,7,2,2,0,14,0,3,5,0,0,16,0,0,0,0,0,4,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,84,0,9,5,1,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G310","1870","Nebraska","310","Nebraska",52,79,112,697,59,9,78,9638,6035,7605,481,1782,79,906,632,1277,1838,346,117,4363,18425,8,418,633,9241,323,10709,14,6964,150,65,809,65,1049,1936,3756,0,1,90,26,70,11,189,22,7,154,2,40,0,14,3,15,15,31,299,15,1770,2632,0,2,2,1129,27,340,10954,0,9615,0,0,180,73,0,44,0,0,0,9,506,0,57,0,27,2,5,3,2352,593,1,11,16,13,11,6,0,2,1,1,17,15,5,4,15,91,7,0,17,0,4,0,17,271,53,0,0,0,5,18,20,0,27,0,16,43,0,1,100,0,0,0,0,0,8,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,16,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G320","1870","Nevada","320","Nevada",97,100,2360,275,71,26,84,1141,519,492,11,585,182,1079,253,988,388,24,66,1035,19,3313,289,328,3247,99,1850,70,1436,131,64,315,70,419,494,328,0,1,16,2,32,34,0,21,8,947,7,2,0,14,19,13,45,75,157,28,7,2356,7,3,6,208,1,414,2181,0,8523,5,0,44,3,0,199,0,0,0,223,80,5,50,102,48,4,82,15,217,247,4,8,10,238,8,3,20,10,1,1,3,3,1,0,0,18,13,4,45,9,1,0,1,18,0,31,0,3,18,10,8,0,22,0,9,9,3,0,47,2,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,11,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G330","1870","New Hampshire","330","New Hampshire",15,5,70,617,13,4,39,191,32,57,7,47,23,11389,69,16486,89,56,17,37,2,0,242044,121,2493,15,212,2,303,509,19,26,8,12823,92,107,1,0,1,0,29,0,2,0,0,5,1,0,5,34,2,2,8,14,9,0,4,12937,1,5,5,11,0,59,436,0,15895,1,0,5,3,3,9,0,0,0,1,55,0,2,12,2,4,9,7,42,11,9,5,11,1,0,0,0,0,1,1,11,0,0,0,0,3,2,8,15,24,0,0,1,0,0,0,329,0,6,13,0,0,4,0,21,6,0,13,94,1,0,0,0,0,5,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G340","1870","New Jersey","340","New Jersey",94,14,195,5369,1732,82,317,715,318,179,23,255,307,1941,1891,6008,524,78,84,258,9,1,1195,552795,73568,220,1851,14,31397,871,362,128,95,1389,1383,364,0,1,1,0,337,2,6,0,4,4,1,1,5,201,23,34,4,40,686,191,271,2437,11,25,101,510,27,3128,53999,3,120298,12,0,2944,85,40,257,1,7,3,44,90,0,279,36,90,2,113,71,554,2061,22,227,84,8,22,1,6,79,1623,29,87,2,3,0,0,23,35,7,1493,60,2,0,9,9,0,0,7,22443,1182,180,17,0,1545,8,132,24,4,1,1427,0,0,0,0,0,76,0,1,0,0,0,0,0,1,10,6,0,1,0,0,0,0,37,0,0,8,0,0,2,2,0,11,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,5,0,0,0,0,28,2,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G355","1870","New Mexico Territory","355","New Mexico Territory",23,41,20,28,11,4,15,122,86,36,28,120,21,68,64,85,32,6,9,146,7,0,18,39,411,10,270,5,291,15,8,48,276,36,102,17,0,11,43,0,15,0,2,0,82193,4,0,0,0,0,0,1,0,0,10,5,2,122,1,0,0,15,1,124,582,0,708,0,0,3,4,0,25,0,0,0,3903,5,0,12,2,12,0,3,16,6,42,0,2,1,0,7,2,0,0,0,0,7,0,0,0,0,23,3,0,3,0,0,1,2,18,0,0,0,1,4,4,4,0,1,0,1,5,7,1,12,0,0,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,263,0,925,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G360","1870","New York","360","New York",451,79,855,38339,710,264,1110,3633,1243,886,134,936,1235,5964,3675,41062,4825,416,334,887,47,23,9196,30941,2948883,775,7426,41,34771,6900,1328,477,219,36177,3612,2546,1,2,9,5,843,1,2,2,19,11,2,2,10,1851,70,102,104,212,3928,984,2071,78510,44,146,1689,1698,73,22273,316882,18,674032,60,0,6426,709,97,3591,4,286,10,115,975,6,4061,230,1473,24,406,789,5522,7911,71,1056,291,101,57,7,4,516,285,57,270,16,13,1,1,147,140,21,2025,293,25,1,45,25,0,0,15,1463,38504,663,86,1,1398,93,502,89,13,127,3458,9,0,0,0,0,389,0,0,0,0,0,0,0,1,74,22,3,8,1,0,0,0,507,4,2,135,3,23,29,20,0,74,0,0,0,0,5,1,5,0,0,12,0,0,0,7,0,3,36,29,0,5,0,246,2,65,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,389,1,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G370","1870","North Carolina","370","North Carolina",290,75,18,218,53,102,1702,74,92,15,2,218,44,107,334,278,24,3,147,56,1,0,60,256,766,648245,124,0,637,54,8695,3274,127,55,9260,12,0,0,0,0,55,0,5,1,0,1,1,0,2,7,0,1,0,0,13,6,5,160,0,3,1,8,1,53,904,0,1601,2,0,13,1,1,19,0,0,0,2,5,0,8,12,11,1,3,8,38,80,2,16,2,0,182,11,0,1,5,49,337,3,3,0,0,41,26,2,147,10,2,0,187,10,0,0,0,5,23,379231,16,0,36,1,4840,210,15,10,6165,0,0,0,0,0,28,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,1,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G390","1870","Ohio","390","Ohio",272,174,290,12370,2091,46,434,6203,16912,2824,269,16480,842,2679,22643,13330,6257,358,374,1924,76,9,3317,13180,67379,2065,1813069,28,148792,1114,726,1908,203,9034,59047,1851,0,3,13,5,529,2,7,5,13,3,2,2,6,622,20,24,2,50,3699,639,1429,12725,9,9,11,284,56,12778,182889,1,140016,4,0,2018,234,47,564,0,329,0,39,64,5,526,22,181,1,38,31,252,12727,8,102,285,46,406,148,7,38,41,30,433,71,470,13,7,9748,315,7,648,60,90,14,516,178,0,0,12,49,215,2820,29192,3,988,13,409,1786,40,21,13889,17,0,0,0,0,147,0,2,0,0,0,1,0,0,43,4,0,0,0,0,0,0,261,0,2,2,0,7,3,8,0,12,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,19,0,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,6,52,0,4,0,0,9,1,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G410","1870","Oregon","410","Oregon",114,491,1649,261,65,9,79,4720,3448,3694,211,2372,93,676,313,734,466,166,77,7032,151,36,219,266,3070,449,4029,36824,1919,72,108,1537,83,432,1417,434,1,4,30,0,30,144,51,46,1,55,590,10,2,31,0,6,4,40,53,38,36,1168,1,1,5,87,8,308,1875,0,3768,0,0,39,8,0,31,0,0,0,45,76,8,65,47,67,8,21,5,205,160,0,14,21,0,2,0,25,1,4,0,2,2,3,1,0,14,5,0,17,12,0,0,2,29,0,0,0,2,22,8,2,85,11,0,2,7,3,0,30,0,0,0,0,0,6,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,6,2,0,0,0,0,17,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,14,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G420","1870","Pennsylvania","420","Pennsylvania",210,85,321,6723,10879,86,428,2263,1426,948,94,1226,466,3054,22384,9019,1471,260,218,763,40,11,1848,35213,87200,592,19087,20,2684965,1571,576,507,129,4153,10766,897,0,1,29,4,1163,1,14,4,3,6,16,0,28,582,32,62,42,121,1536,398,580,9831,5,17,361,561,85,8682,160146,27,350179,14,1,819,144,84,784,0,72,3,82,115,1,777,84,229,7,105,144,2266,5765,13,410,232,43,47,12,6,44,3738,27,197,20,14,4,6,149,106,17,6526,99,14,5,54,24,0,1,4,1481,669,410,208,0,41740,15,543,162,6,10,8165,1,0,0,0,0,299,0,0,0,0,0,2,0,0,34,12,1,3,1,0,1,0,190,1,2,18,0,53,13,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,6,2,0,0,0,104,1,15,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,7,0,0,1,7,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G440","1870","Rhode Island","440","Rhode Island",21,1,66,5312,105,17,75,128,39,28,3,38,18,1857,157,18523,65,14,9,22,14,1,1237,432,3669,38,195,0,738,122626,67,11,5,938,166,111,0,0,2,0,48,0,0,0,3,2,1,0,0,125,9,3,43,13,19,6,19,10218,0,0,36,24,0,167,1200,2,42977,2,0,45,5,12,58,0,0,2,1,22,2,13,146,13,4,11,11,106,74,1,16,12,0,7,0,5,193,92,8,16,4,6,0,3,9,10,12,480,195,1,1,6,3,0,0,5,72,261,65,7,0,183,2520,34,0,2,6,516,0,0,0,0,0,145,0,0,0,0,0,1,0,0,8,13,0,38,0,0,0,0,24,0,0,2,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,13,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G450","1870","South Carolina","450","South Carolina",241,26,7,225,26,111,1668,32,23,6,2,81,37,112,193,303,14,0,98,11,0,0,35,89,929,5685,78,0,339,86,270301,244,38,42,729,11,0,0,0,0,37,0,1,0,0,0,1,0,0,33,1,3,8,43,10,10,1,75,1,5,65,50,22,143,2742,7,4198,0,0,32,6,4,63,0,0,1,2,0,1,66,8,31,0,2,30,60,45,1,30,7,0,122,4,1,15,3,154,1215,0,1,1,0,25,50,6,165,22,2,2,123,5,0,0,0,4,16,2597,17,0,21,11,408285,60,19,4,2525,0,0,0,0,0,24,0,0,0,0,0,0,0,0,15,231,6,5,0,0,0,0,2,0,0,8,0,5,0,12,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G470","1870","Tennessee","470","Tennessee",13849,2129,42,326,68,149,11186,2399,1794,253,88,13874,773,210,933,542,348,85,6885,2511,9,0,163,395,2960,41213,4272,16,3984,62,9801,766997,691,192,27302,236,1,1,4,0,125,0,14,0,2,1,1,1,4,39,4,4,1,7,112,19,37,570,0,4,4,86,14,562,4525,0,10995,4,0,100,87,4,482,0,4,0,12,37,0,221,5,74,0,20,12,349,800,4,13,15,2,6368,842,4,2,10,73,6835,61,41,6,12,5993,589,8,647,24,7,11,8566,751,0,0,1,10,42,9897,148,1,90,1,4053,260630,204,2,16085,9,0,0,0,0,95,0,6,0,0,0,0,0,6,74,47,0,0,0,0,0,0,17,0,0,0,2,22,0,14,0,13,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,1,0,10,0,0,1,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G480","1870","Texas","480","Texas",41663,17738,156,353,87,1248,26396,5794,2730,541,155,12849,15235,322,965,592,213,66,28639,14948,23,7,164,386,2812,11233,1961,19,1762,95,10559,39849,254091,215,8480,173,0,8,1,4,119,2,244,0,109,3,6,0,2,199,17,6,9,11,1748,73,780,585,6,0,25,159,27,2226,23976,0,6753,21,0,54,46,4,185,0,0,5,22510,403,65,448,22,62,1,36,149,364,598,3,67,36,4,20550,5608,5,14,19,686,14801,60,53,5,37,4963,12045,16,1420,31,7,2,13895,3470,1,0,23,20,61,7421,91,1,115,3,7155,11472,134306,23,13683,10,0,2,3,0,131,0,210,0,1,1,0,0,0,214,318,2,0,0,0,0,1,12,1,0,5,0,5,6,9,0,9,0,0,0,0,1,1,0,0,0,448,0,0,0,1,0,1,2,1,0,1,0,15,1,1,11,11,2,0,0,0,9,0,0,0,1,1,10,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,3,114,109,0,1,0,0,1,0,0,0,0,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
