"weekly_correlation","solution_diff","solved_ifr","it","initial_r0","incubation_period","distancing_effect","prop_susceptible","initial_shutdown","missing_death_rate"
0.82715826428617,224.666666666672,0.00181471336374745,1949,2.75,6,0.5,0.7,2020-03-09,0.4
0.833192147065328,224.923076923078,0.00289281523051067,589,2.75,5,0.7,0.3,2020-03-09,0.35
0.790548339065388,225.333333333328,0.00153513473347331,1690,3,5,0.7,0.4,2020-03-09,0.4
0.943363332823362,225.545454545456,0.0344624757135157,2251,2,4,0.6,0.5,2020-03-07,0.45
0.902580664960863,225.545454545456,0.00380302265851708,2283,2.5,4.5,0.7,0.5,2020-03-07,0.45
0.832002040350964,225.555555555555,0.00803260225341777,4401,2,4,0.4,0.7,2020-03-07,0.55
0.927649475370875,225.666666666672,0.0032976005894603,1158,2.5,4.5,0.6,0.4,2020-03-07,0.4
0.923574908944806,226,0.0266543407640683,3662,2.25,5,0.6,0.4,2020-03-09,0.5
0.848856901290189,226,0.00360170639600209,3544,2.75,5.5,0.5,0.3,2020-03-09,0.5
0.848446838402724,226,0.00183971417623534,3795,3,5.5,0.7,0.5,2020-03-09,0.5
0.823487370835237,226,0.00160085782540677,3784,2.75,4.5,0.7,0.5,2020-03-09,0.5
0.782250951184264,226,0.00364364668212724,3513,2.5,5,0.4,0.3,2020-03-09,0.5
0.902720514158724,226.076923076922,0.00183991992921895,389,2.75,5,0.7,0.6,2020-03-07,0.35
0.859854731721543,226.333333333328,0.00615361733587758,1868,2.5,5.5,0.6,0.6,2020-03-09,0.4
0.875260471387851,226.444444444445,0.00423572931616599,4095,3,5.5,0.7,0.3,2020-03-07,0.55
0.946565015730671,226.454545454544,0.0423757661855391,2151,2,4,0.6,0.4,2020-03-07,0.45
0.86560503893315,226.454545454544,0.0014318753743088,2308,2.5,4.5,0.4,0.6,2020-03-07,0.45
0.62919425450477,226.454545454544,0.00155447076454413,2679,2.75,4,0.7,0.4,2020-03-09,0.45
0.638528443957651,226.555555555555,0.00251747552940642,4554,2.75,4,0.6,0.3,2020-03-09,0.55
0.852231458295285,227,0.00244128093464533,3534,2.75,4.5,0.5,0.3,2020-03-09,0.5
0.796145947095145,227,0.00651761889049523,3007,2.25,4.5,0.4,0.3,2020-03-07,0.5
0.874498825343161,227.444444444445,0.00143995617978424,4814,2.75,5,0.4,0.6,2020-03-09,0.55
0.874557852719816,227.454545454544,0.037492239430564,2687,2.25,5,0.7,0.4,2020-03-09,0.45
0.907611301402047,227.545454545456,0.00267477486577431,2327,2.25,4,0.5,0.6,2020-03-07,0.45
0.89343367855794,227.545454545456,0.0445388513878861,2767,2.25,5.5,0.6,0.5,2020-03-09,0.45
0.76875438824822,227.555555555555,0.0152009503181811,4717,2.25,5.5,0.4,0.5,2020-03-09,0.55
0.852173872503661,227.666666666672,0.00281412224193584,1700,3,6,0.7,0.4,2020-03-09,0.4
0.92939420939225,227.923076923078,0.0127967457591346,168,2.5,5.5,0.6,0.4,2020-03-07,0.35
0.876529336668577,227.923076923078,0.00117068285532012,703,2.5,4,0.4,0.5,2020-03-09,0.35
0.808388598732,227.923076923078,0.00169098061818182,949,2.75,6,0.5,0.7,2020-03-09,0.35
0.861732617339934,228,0.00200296237414609,3969,2.75,5.5,0.6,0.7,2020-03-09,0.5
0.38909640027061,228,0.00162271002689757,3155,3,4,0.6,0.4,2020-03-07,0.5
0.827774280545574,228.076923076922,0.00119657532985661,478,2.5,4,0.7,0.7,2020-03-07,0.35
0.849954168927706,228.444444444445,0.00127513770605512,4840,3,5,0.5,0.6,2020-03-09,0.55
0.913115445366185,228.545454545456,0.0111073379547085,2437,2.25,5,0.5,0.7,2020-03-07,0.45
0.785173606171271,228.545454545456,0.0033251623422799,2513,2.5,5,0.4,0.3,2020-03-09,0.45
0.777845544814655,228.545454545456,0.00143032831172043,2913,2.5,5,0.4,0.7,2020-03-09,0.45
0.871302405522266,228.923076923078,0.001310393033639,753,2.5,4,0.6,0.5,2020-03-09,0.35
0.937313271419121,229,0.00823513561118764,3499,2.75,6,0.7,0.7,2020-03-07,0.5
0.929867974634914,229,0.0111312452964788,3368,2.5,5.5,0.6,0.6,2020-03-07,0.5
0.925192328293769,229.076923076922,0.00350374301792675,169,2.75,5.5,0.6,0.4,2020-03-07,0.35
0.943066310988033,229.444444444445,0.0017664723736687,4339,2.75,5,0.5,0.6,2020-03-07,0.55
0.924736123209804,229.444444444445,0.0021052979964087,4239,2.75,5,0.5,0.5,2020-03-07,0.55
0.813867035438465,229.444444444445,0.00173999502918695,4319,2.75,5.5,0.4,0.6,2020-03-07,0.55
0.888101031629023,229.454545454544,0.00834481604107795,2177,2.25,4,0.7,0.4,2020-03-07,0.45
0.728300678773361,229.545454545456,0.00141341933391193,2924,2.75,6,0.4,0.7,2020-03-09,0.45
0.927780161446265,230,0.0284693921951094,3193,2.5,5.5,0.7,0.4,2020-03-07,0.5
0.897019591156346,230,0.00457918244846026,3394,2.75,5.5,0.7,0.6,2020-03-07,0.5
0.795092601745311,230,0.00147343601866752,3819,2.75,5.5,0.4,0.6,2020-03-09,0.5
0.860856011529384,230.076923076922,0.00771008514057331,201,2,4,0.4,0.5,2020-03-07,0.35
0.826877119161984,230.076923076922,0.0079286544295047,588,2.5,5,0.7,0.3,2020-03-09,0.35
0.772947866246453,230.076923076922,0.00199350035410335,818,2.5,5.5,0.4,0.6,2020-03-09,0.35
0.884969460678953,230.333333333328,0.00118121201060782,1720,3,5.5,0.4,0.5,2020-03-09,0.4
0.919195336580377,230.444444444445,0.0135524299195699,4599,2.75,6,0.7,0.3,2020-03-09,0.55
0.9071798566277,230.444444444445,0.00492403257861918,4127,2.25,4,0.5,0.4,2020-03-07,0.55
0.862151070334651,230.444444444445,0.00378118875703188,4533,2.5,4.5,0.5,0.3,2020-03-09,0.55
0.790897541085038,230.444444444445,0.00199122560566726,4620,3,5.5,0.4,0.4,2020-03-09,0.55
0.818969690161303,230.454545454544,0.00241934253862552,2528,2.5,4,0.5,0.3,2020-03-09,0.45
0.76350885958337,230.454545454544,0.00249052344091191,2807,2.25,4.5,0.4,0.6,2020-03-09,0.45
0.926169176897908,230.545454545456,0.00359765606083765,2158,2.5,4.5,0.6,0.4,2020-03-07,0.45
0.801258751205666,230.666666666672,0.0125979397970289,1317,2.25,5.5,0.4,0.6,2020-03-07,0.4
0.925337962138234,231,0.0377724443839831,3093,2.5,5.5,0.7,0.3,2020-03-07,0.5
0.830791492795474,231,0.00222865787509634,3702,2.25,4,0.4,0.5,2020-03-09,0.5
0.80407191250168,231,0.00246441836930116,3590,3,5,0.7,0.3,2020-03-09,0.5
0.927436294928751,231.076923076922,0.00201135080365723,500,3,6,0.7,0.7,2020-03-07,0.35
0.849110461694825,231.076923076922,0.00170028028978717,515,3,5,0.4,0.3,2020-03-09,0.35
0.805258584764517,231.076923076922,0.0014169077198915,690,3,5,0.7,0.4,2020-03-09,0.35
0.940489768803492,231.333333333328,0.0169298405017766,1473,2.5,6,0.6,0.7,2020-03-07,0.4
0.816672550205519,231.454545454544,0.00265132966897654,2519,2.75,5.5,0.4,0.3,2020-03-09,0.45
0.799604046809054,231.454545454544,0.00134140299754966,2790,3,5,0.7,0.5,2020-03-09,0.45
0.744203688652419,231.555555555555,0.00430327751761068,4923,2.5,6,0.4,0.7,2020-03-09,0.55
0.873237371743895,231.666666666672,0.00524804325193416,1594,2.75,5.5,0.7,0.3,2020-03-09,0.4
0.83558317668825,231.666666666672,0.00177555216616759,1159,2.75,4.5,0.6,0.4,2020-03-07,0.4
0.914995771400779,232,0.0088004254127138,3052,2.25,4,0.6,0.3,2020-03-07,0.5
0.87528948445918,232.333333333328,0.00223134778677285,1994,2.75,5.5,0.7,0.7,2020-03-09,0.4
0.658852889848034,232.333333333328,0.00183764857111975,1504,2.75,4,0.4,0.3,2020-03-09,0.4
0.765743660013021,232.454545454544,0.00295618771355872,2707,2.25,4.5,0.4,0.5,2020-03-09,0.45
0.911016049350445,232.545454545456,0.00281969621468298,2658,2.5,4.5,0.6,0.4,2020-03-09,0.45
0.862850748336132,232.555555555555,0.00239769974817384,4775,3,6,0.6,0.5,2020-03-09,0.55
0.753893754327816,232.555555555555,0.00194301952107024,4115,3,5,0.4,0.4,2020-03-07,0.55
0.933564478621027,232.923076923078,0.00747762014073404,288,2.5,5,0.7,0.5,2020-03-07,0.35
0.932418684597311,233,0.0219065650109342,3057,2.25,4.5,0.6,0.3,2020-03-07,0.5
0.840968390557755,233.454545454544,0.00115274283477029,2950,3,6,0.5,0.7,2020-03-09,0.45
0.785103340076806,233.545454545456,0.00281162898850485,2718,2.5,5.5,0.4,0.5,2020-03-09,0.45
0.901412657710652,233.555555555555,0.00323162664512078,4289,2.75,5,0.7,0.5,2020-03-07,0.55
0.925567429746082,233.923076923078,0.00354895894048253,394,2.75,5.5,0.7,0.6,2020-03-07,0.35
0.872109418221691,234,0.0135340966037893,3973,2.5,6,0.6,0.7,2020-03-09,0.5
0.926155134876592,234.076923076922,0.00240851847008964,258,2.5,4.5,0.6,0.5,2020-03-07,0.35
0.906470014375926,234.545454545456,0.0012750015348431,2870,3,5.5,0.6,0.6,2020-03-09,0.45
0.708098659152528,234.555555555555,0.00341896009460013,4318,2.5,5.5,0.4,0.6,2020-03-07,0.55
0.903072621202403,234.666666666672,0.00402022532067733,1089,2.75,5,0.7,0.3,2020-03-07,0.4
0.839185600363837,234.666666666672,0.00605067952122551,1401,2,4,0.4,0.7,2020-03-07,0.4
0.8643414043578,235.076923076922,0.00264405952382326,533,2.5,4.5,0.5,0.3,2020-03-09,0.35
0.845854580558098,235.076923076922,0.00199527941900912,525,3,6,0.4,0.3,2020-03-09,0.35
0.918565202433774,235.444444444445,0.00896303577150302,4388,2.5,5,0.7,0.6,2020-03-07,0.55
0.827146364658293,235.454545454544,0.0351004005597613,2222,2.25,6,0.4,0.5,2020-03-07,0.45
0.858364094951813,235.555555555555,0.00157111522499185,4359,2.75,4.5,0.6,0.6,2020-03-07,0.55
0.708973519020539,236,0.0021358709475498,3724,2.75,6,0.4,0.5,2020-03-09,0.5
0.828439140333598,236.076923076922,0.00277612035873822,78,2.5,4,0.7,0.3,2020-03-07,0.35
0.581092450720626,236.076923076922,0.0017727935277095,85,3,4.5,0.7,0.3,2020-03-07,0.35
0.503030599671047,236.076923076922,0.0010705291776391,285,3,4.5,0.7,0.5,2020-03-07,0.35
0.858567552536131,236.333333333328,0.0239250547103499,1876,2,4,0.7,0.6,2020-03-09,0.4
0.695433673592875,236.333333333328,0.00178421039246385,1724,2.75,6,0.4,0.5,2020-03-09,0.4
0.821975612563807,236.545454545456,0.00122111904453486,2884,2.75,4.5,0.7,0.6,2020-03-09,0.45
0.863517884053306,236.666666666672,0.00214326149066605,1633,2.5,4.5,0.5,0.4,2020-03-09,0.4
0.650449115316256,236.666666666672,0.00187440269118865,1529,2.75,4,0.5,0.3,2020-03-09,0.4
0.770512647832222,237.333333333328,0.00226508623725587,1807,2.25,4.5,0.4,0.6,2020-03-09,0.4
0.919303511989002,237.454545454544,0.00178068318338104,2333,2.5,4.5,0.5,0.6,2020-03-07,0.45
0.864287687885411,237.454545454544,0.00283179088412584,2258,2.5,4.5,0.6,0.5,2020-03-07,0.45
0.796316258857053,237.545454545456,0.00569674240986119,2594,2.75,5.5,0.7,0.3,2020-03-09,0.45
0.837324852905538,237.555555555555,0.00175487023195776,4902,2.25,4,0.4,0.7,2020-03-09,0.55
0.880711451206975,238,0.00142896369825743,3720,3,5.5,0.4,0.5,2020-03-09,0.5
0.871710535160931,238.076923076922,0.00475637612479457,38,2.5,5,0.5,0.3,2020-03-07,0.35
0.859404431770373,238.545454545456,0.0013548556899376,2850,3,6,0.5,0.6,2020-03-09,0.45
0.694119957915089,238.666666666672,0.00129910040994794,1265,3,5,0.6,0.5,2020-03-07,0.4
0.834892633952509,238.923076923078,0.00288221195152723,638,2.5,5,0.5,0.4,2020-03-09,0.35
0.898042744553528,239.333333333328,0.0384359182710656,1956,2,4.5,0.6,0.7,2020-03-09,0.4
0.760208930808659,239.333333333328,0.00693834493423511,1123,2.5,6,0.4,0.4,2020-03-07,0.4
0.91161812816108,239.444444444445,0.00225001733191422,4114,2.75,5,0.4,0.4,2020-03-07,0.55
0.858475064232739,239.444444444445,0.00139740984002216,4908,2.5,4.5,0.4,0.7,2020-03-09,0.55
0.907592152547234,239.555555555555,0.0436301052863228,4476,2,4,0.7,0.7,2020-03-07,0.55
0.860986813864065,239.555555555555,0.00805148758576792,4857,2.25,4.5,0.6,0.6,2020-03-09,0.55
0.848010585902342,239.555555555555,0.00212614801025891,5000,3,6,0.7,0.7,2020-03-09,0.55
0.83035348710861,239.555555555555,0.00124884669001149,4925,3,6,0.4,0.7,2020-03-09,0.55
0.836083897966958,239.666666666672,0.0118125256209851,1793,2.5,5.5,0.7,0.5,2020-03-09,0.4
0.944532524349687,240,0.0377878915496957,3251,2,4,0.6,0.5,2020-03-07,0.5
0.924380485120575,240,0.00800747512464573,3388,2.5,5,0.7,0.6,2020-03-07,0.5
0.794046684184051,240.076923076922,0.00229893849975677,113,2.5,5,0.4,0.4,2020-03-07,0.35
0.900646704131434,240.545454545456,0.00272389329896547,2483,2.5,4.5,0.7,0.7,2020-03-07,0.45
0.867381396841853,240.666666666672,0.0406123703945645,1847,2.25,6,0.5,0.6,2020-03-09,0.4
0.91886942333287,240.923076923078,0.00132476891020084,433,2.5,4.5,0.5,0.7,2020-03-07,0.35
0.635815407335724,240.923076923078,0.00176152168083548,554,2.75,4,0.6,0.3,2020-03-09,0.35
0.876249134883702,241,0.0269657269644819,3206,2,4.5,0.4,0.5,2020-03-07,0.5
0.807652812861525,241,0.00629059040392083,3049,2.75,6,0.5,0.3,2020-03-07,0.5
0.925545725936292,241.076923076922,0.00391570169299712,363,2.5,5,0.6,0.6,2020-03-07,0.35
0.821976346871606,241.076923076922,0.00238473017955761,894,2.75,5.5,0.7,0.6,2020-03-09,0.35
0.45061195716304,241.454545454544,0.0011518223933482,2755,3,4,0.6,0.5,2020-03-09,0.45
0.583645806241247,241.555555555555,0.00127137740408988,4360,3,4.5,0.6,0.6,2020-03-07,0.55
0.956237966144756,241.923076923078,0.029429342442462,93,2.5,5.5,0.7,0.3,2020-03-07,0.35
0.859667473321397,241.923076923078,0.00230797063962959,550,3,6,0.5,0.3,2020-03-09,0.35
0.859144174474403,241.923076923078,0.00278745838381867,863,2.5,5,0.6,0.6,2020-03-09,0.35
0.857759778159881,241.923076923078,0.00123857969412746,864,2.75,5,0.6,0.6,2020-03-09,0.35
0.854597550063918,241.923076923078,0.00454853385030045,27,2.25,4,0.5,0.3,2020-03-07,0.35
0.897505790664487,242,0.00593712826653315,3674,2.75,6,0.6,0.4,2020-03-09,0.5
0.926110415474731,242.333333333328,0.0138338673490492,1168,2.5,5.5,0.6,0.4,2020-03-07,0.4
0.857087918546972,242.333333333328,0.00170245798107368,1858,2.5,4.5,0.6,0.6,2020-03-09,0.4
0.829204156584686,242.333333333328,0.0290130721868204,1911,2,5,0.4,0.7,2020-03-09,0.4
0.804463081569963,242.333333333328,0.00108906180508525,1484,2.75,4.5,0.7,0.7,2020-03-07,0.4
0.855132849260007,242.444444444445,0.00203178664015415,4634,2.75,4.5,0.5,0.4,2020-03-09,0.55
0.868551666204339,242.555555555555,0.00299705375993605,4003,2.5,4,0.4,0.3,2020-03-07,0.55
0.810104307032379,242.555555555555,0.00199245247400479,4665,3,5,0.6,0.4,2020-03-09,0.55
0.9322835558996,243.333333333328,0.0481260258013895,1447,2.25,6,0.5,0.7,2020-03-07,0.4
0.918604578758437,243.444444444445,0.00327428895764736,4133,2.5,4.5,0.5,0.4,2020-03-07,0.55
0.929972368232643,243.454545454544,0.00695470225629299,2163,2.5,5,0.6,0.4,2020-03-07,0.45
0.889179964919273,243.454545454544,0.00159881695567078,2228,2.5,4,0.5,0.5,2020-03-07,0.45
0.923095603675401,244.076923076922,0.0443556180389452,447,2.25,6,0.5,0.7,2020-03-07,0.35
0.918458660161207,244.444444444445,0.0191617495248745,4382,2.25,4.5,0.7,0.6,2020-03-07,0.55
0.795965443874713,244.454545454544,0.00167913937671387,2690,3,5,0.7,0.4,2020-03-09,0.45
0.912560851931406,244.666666666672,0.0061369349440249,1799,2.75,6,0.7,0.5,2020-03-09,0.4
0.859156558548209,244.666666666672,0.00162170332664484,1764,2.75,5,0.6,0.5,2020-03-09,0.4
0.790226094843786,244.923076923078,0.00118760568683141,265,3,5,0.6,0.5,2020-03-07,0.35
0.924388423669839,245,0.00483567289153533,3089,2.75,5,0.7,0.3,2020-03-07,0.5
0.87296461294298,245,0.0019045569353975,3603,2.5,4,0.4,0.4,2020-03-09,0.5
0.850839710334936,245.076923076922,0.0172268971304103,842,2.25,5.5,0.5,0.6,2020-03-09,0.35
0.614824860596371,245.444444444445,0.00103334319495423,4960,3,4.5,0.6,0.7,2020-03-09,0.55
0.817055626128743,245.923076923078,0.00216273343028975,689,2.75,5,0.7,0.4,2020-03-09,0.35
0.872961348228564,246.076923076922,0.0120714127680089,873,2.5,6,0.6,0.6,2020-03-09,0.35
0.913300897276174,246.333333333328,0.012591597415032,1426,2,4,0.5,0.7,2020-03-07,0.4
0.890610491095913,246.454545454544,0.0315280754883953,2967,2.25,5.5,0.6,0.7,2020-03-09,0.45
0.881389370706537,246.454545454544,0.00377971005588382,2044,2.75,5.5,0.5,0.3,2020-03-07,0.45
0.399964960392494,246.454545454544,0.00195680581322024,2080,3,4,0.7,0.3,2020-03-07,0.45
0.855478857712346,246.555555555555,0.0118886455031392,4882,2.25,4.5,0.7,0.6,2020-03-09,0.55
0.828707736303762,246.555555555555,0.0030414396524306,4178,2.5,4,0.7,0.4,2020-03-07,0.55
0.718824337487209,246.555555555555,0.00752805860050558,4623,2.5,6,0.4,0.4,2020-03-09,0.55
0.88645290553428,246.666666666672,0.00266246220044897,1008,2.5,4.5,0.4,0.3,2020-03-07,0.4
0.87808944264511,246.666666666672,0.0111847544147538,1268,2.5,5.5,0.6,0.5,2020-03-07,0.4
0.933826378612674,247,0.013154370842358,3257,2.25,4.5,0.6,0.5,2020-03-07,0.5
0.853480823336333,247,0.00306224649593765,3595,3,5.5,0.7,0.3,2020-03-09,0.5
0.656378374344457,247,0.0013493903573923,3754,2.75,4,0.6,0.5,2020-03-09,0.5
0.888400053832819,247.333333333328,0.0446068586899015,1992,2.25,5.5,0.7,0.7,2020-03-09,0.4
0.889444173289258,247.555555555555,0.00196056678131194,4228,2.5,4,0.5,0.5,2020-03-07,0.55
0.925322476498191,248,0.0018770757479075,3120,3,5.5,0.4,0.4,2020-03-07,0.5
0.857066887417239,248.333333333328,0.0472980222672605,1576,2,4,0.7,0.3,2020-03-09,0.4
0.837967884660403,248.444444444445,0.00170927858967388,4944,2.75,5.5,0.5,0.7,2020-03-09,0.55
0.74641287844242,248.545454545456,0.0027228545920657,2124,2.75,6,0.4,0.4,2020-03-07,0.45
0.85487385312164,248.666666666672,0.00311511243698126,1752,2.25,4,0.6,0.5,2020-03-09,0.4
0.85327796559203,248.666666666672,0.0012227799190538,1734,2.75,4.5,0.5,0.5,2020-03-09,0.4
0.887663721446733,248.923076923078,0.00704795551939346,132,2.25,4.5,0.5,0.4,2020-03-07,0.35
0.927490809506034,249,0.00367463052027704,3269,2.75,5.5,0.6,0.5,2020-03-07,0.5
0.824679163800806,249.545454545456,0.00133517968054626,2240,3,5,0.5,0.5,2020-03-07,0.45
0.806679356752449,249.545454545456,0.0090939757005708,2112,2.25,5,0.4,0.4,2020-03-07,0.45
0.765452028931816,249.545454545456,0.0028063174898009,2318,2.5,5.5,0.4,0.6,2020-03-07,0.45
0.904822760620276,249.666666666672,0.00113483187749182,1303,2.5,4,0.4,0.6,2020-03-07,0.4
0.782397471588685,249.923076923078,0.0176160152065278,517,2.25,5.5,0.4,0.3,2020-03-09,0.35
0.924750824888119,250,0.00304478169920592,3400,3,6,0.7,0.6,2020-03-07,0.5
0.920837300645335,250,0.0207256893157752,3282,2.25,4.5,0.7,0.5,2020-03-07,0.5
0.918757664992869,250.076923076922,0.0171408977368117,68,2.5,5.5,0.6,0.3,2020-03-07,0.35
0.843723737883984,250.454545454544,0.00245585498984359,2613,2.5,5,0.4,0.4,2020-03-09,0.45
0.835006934609565,250.545454545456,0.0026004665761125,2195,3,5.5,0.7,0.4,2020-03-07,0.45
0.8711035205683,250.555555555555,0.00123809603775984,4914,2.75,5,0.4,0.7,2020-03-09,0.55
0.925989740103762,251.333333333328,0.00360783106293439,1075,3,6,0.6,0.3,2020-03-07,0.4
0.797780525512202,251.333333333328,0.00179983930748368,1713,2.5,5,0.4,0.5,2020-03-09,0.4
0.915785199399074,251.545454545456,0.0138766663519497,2426,2,4,0.5,0.7,2020-03-07,0.45
0.926653557767733,251.555555555555,0.00154614869408855,4345,3,5.5,0.5,0.6,2020-03-07,0.55
0.861691805376296,251.666666666672,0.00236069273818197,1769,2.75,5.5,0.6,0.5,2020-03-09,0.4
0.859624272702444,251.666666666672,0.00185605090003929,1608,2.5,4.5,0.4,0.4,2020-03-09,0.4
0.817886103555001,251.923076923078,0.0109667943047585,906,2,4.5,0.4,0.7,2020-03-09,0.35
0.928737896778102,252,0.00188394081875846,3475,3,6,0.6,0.7,2020-03-07,0.5
0.885333356617647,252.076923076922,0.0046081169523553,677,2.25,4,0.7,0.4,2020-03-09,0.35
0.864833445383229,252.076923076922,0.00904919039390821,893,2.5,5.5,0.7,0.6,2020-03-09,0.35
0.880357646318621,252.333333333328,0.0220733568605806,1662,2.25,5,0.6,0.4,2020-03-09,0.4
0.748331420197296,252.333333333328,0.00646657858494382,1612,2.25,5,0.4,0.4,2020-03-09,0.4
0.848340004903455,252.545454545456,0.0016778596964091,2889,2.75,5,0.7,0.6,2020-03-09,0.45
0.927619856801788,252.666666666672,0.00157550396204618,1475,3,6,0.6,0.7,2020-03-07,0.4
0.92284847957592,252.666666666672,0.00764859111167775,1094,2.75,5.5,0.7,0.3,2020-03-07,0.4
0.890635970857546,252.666666666672,0.00162692359869022,1625,3,6,0.4,0.4,2020-03-09,0.4
0.81285761451337,252.666666666672,0.00254724714373423,1749,2.75,6,0.5,0.5,2020-03-09,0.4
0.430550719327429,253,0.00127600911763772,3705,3,4,0.4,0.5,2020-03-09,0.5
0.836894411407718,253.076923076922,0.00115329469402046,878,2.5,4,0.7,0.6,2020-03-09,0.35
0.804932210770747,253.444444444445,0.0166534512190718,4317,2.25,5.5,0.4,0.6,2020-03-07,0.55
0.560095840864172,253.444444444445,0.00192598914878876,4185,3,4.5,0.7,0.4,2020-03-07,0.55
0.923944381894532,253.454545454544,0.00276703875362962,2369,2.75,5.5,0.6,0.6,2020-03-07,0.45
0.816366255837374,253.454545454544,0.00186538905763747,2125,3,6,0.4,0.4,2020-03-07,0.45
0.891341011879682,253.545454545456,0.0189335171958585,2282,2.25,4.5,0.7,0.5,2020-03-07,0.45
0.837884444719768,253.923076923078,0.00106861733971969,215,3,5,0.4,0.5,2020-03-07,0.35
0.89231935566621,254,0.040895229035435,3867,2.25,5.5,0.6,0.6,2020-03-09,0.5
0.844714257924493,254,0.0195834069128207,3942,2.25,5.5,0.5,0.7,2020-03-09,0.5
0.784447613327222,254.333333333328,0.00322141475516793,1207,2.25,4.5,0.4,0.5,2020-03-07,0.4
0.930514030711691,254.444444444445,0.00679003172695186,4100,3,6,0.7,0.3,2020-03-07,0.55
0.907315518679938,254.444444444445,0.0163556427783139,4482,2.25,4.5,0.7,0.7,2020-03-07,0.55
0.83941777504752,254.444444444445,0.00282029360787741,4559,2.75,4.5,0.6,0.3,2020-03-09,0.55
0.574303506544281,254.444444444445,0.00123900508462967,4829,2.75,4,0.5,0.6,2020-03-09,0.55
0.926319680730103,254.454545454544,0.00621565145231217,2194,2.75,5.5,0.7,0.4,2020-03-07,0.45
0.798652367956928,254.454545454544,0.00494990588809322,2507,2.25,4.5,0.4,0.3,2020-03-09,0.45
0.686271760277647,254.454545454544,0.0102437820767165,2023,2.5,6,0.4,0.3,2020-03-07,0.45
0.620196435614096,254.454545454544,0.00103329159419615,2304,2.75,4,0.4,0.6,2020-03-07,0.45
0.951629562312131,254.545454545456,0.00554609339443315,2263,2.5,5,0.6,0.5,2020-03-07,0.45
0.858735277080042,254.545454545456,0.00834128114362473,2982,2.25,4.5,0.7,0.7,2020-03-09,0.45
0.405871630729244,254.545454545456,0.00116143435516285,2705,3,4,0.4,0.5,2020-03-09,0.45
0.825472378159839,254.555555555555,0.00223325209470808,4684,2.75,4.5,0.7,0.4,2020-03-09,0.55
0.847012537874019,254.923076923078,0.0216039192074573,931,2,4.5,0.5,0.7,2020-03-09,0.35
0.698321560566761,255.444444444445,0.0115325972038292,4512,2.25,5,0.4,0.3,2020-03-09,0.55
0.843465730591591,255.454545454544,0.00138155843924509,2703,2.5,4,0.4,0.5,2020-03-09,0.45
0.873153045933958,255.545454545456,0.0174256898329549,2773,2.5,6,0.6,0.5,2020-03-09,0.45
0.864756528440148,255.666666666672,0.0053223116012537,1968,2.5,5.5,0.6,0.7,2020-03-09,0.4
0.636590257133631,255.923076923078,0.00104800198887892,754,2.75,4,0.6,0.5,2020-03-09,0.35
0.852660073161887,256,0.00471918899442428,3652,2.25,4,0.6,0.4,2020-03-09,0.5
0.9510104070689,256.076923076922,0.007233239025186,457,2.25,4.5,0.6,0.7,2020-03-07,0.35
0.916354356223758,256.333333333328,0.00460545387180677,1374,2.75,6,0.6,0.6,2020-03-07,0.4
0.867900157883128,256.545454545456,0.00580268962014372,2049,2.75,6,0.5,0.3,2020-03-07,0.45
0.867518288929578,256.545454545456,0.00812447908387724,2532,2.25,4.5,0.5,0.3,2020-03-09,0.45
0.872173284035871,256.666666666672,0.00865372484204757,1448,2.5,6,0.5,0.7,2020-03-07,0.4
0.915286616795596,256.923076923078,0.00710709795123696,94,2.75,5.5,0.7,0.3,2020-03-07,0.35
0.86766061258059,257,0.00257074718245412,3633,2.5,4.5,0.5,0.4,2020-03-09,0.5
0.831806480416767,257,0.00219494711651872,3278,2.5,4,0.7,0.5,2020-03-07,0.5
0.79876048713952,257,0.00126693414753514,3919,2.75,5.5,0.4,0.7,2020-03-09,0.5
0.731751111179618,257,0.0228898146021617,3517,2.25,5.5,0.4,0.3,2020-03-09,0.5
0.727741636581638,257,0.00136555812458142,3204,2.75,4,0.4,0.5,2020-03-07,0.5
0.688525225718086,257,0.0019377811634309,3165,3,5,0.6,0.4,2020-03-07,0.5
0.93506987142556,257.076923076922,0.00886477309849286,299,2.75,6,0.7,0.5,2020-03-07,0.35
0.854846489839453,257.333333333328,0.00760499535862361,1982,2.25,4.5,0.7,0.7,2020-03-09,0.4
0.893721104108608,257.454545454544,0.00725590341235136,2577,2.25,4,0.7,0.3,2020-03-09,0.45
0.848124816013187,257.545454545456,0.00258710425321941,2553,2.5,4,0.6,0.3,2020-03-09,0.45
0.914107955723674,258,0.00835766130927363,3174,2.75,6,0.6,0.4,2020-03-07,0.5
0.853809700163182,258,0.0127671492306078,3782,2.25,4.5,0.7,0.5,2020-03-09,0.5
0.917525967133434,258.076923076922,0.0265633961457926,82,2.25,4.5,0.7,0.3,2020-03-07,0.35
0.924621721456529,258.333333333328,0.002170188599815,1358,2.5,4.5,0.6,0.6,2020-03-07,0.4
0.917937023015333,258.333333333328,0.00113845816132414,1470,3,5.5,0.6,0.7,2020-03-07,0.4
0.888286085758816,258.444444444445,0.00571872580580517,4432,2.25,4.5,0.5,0.7,2020-03-07,0.55
0.88115328216429,258.545454545456,0.0162973719873432,2148,2.5,6,0.5,0.4,2020-03-07,0.45
0.943471366220808,258.666666666672,0.0197163345512552,1462,2.25,5,0.6,0.7,2020-03-07,0.4
