"Entity_Name","Fiscal_Year","current_population_actual","lead_pop_actual","Entity_ID","variable","value","val_per_capita","variable_pretty"
"Imperial",2009,166629,174667,13,"Other_Operating_Expenditures_Plant_Acquisition",723264,4.1408165251593,"Other Operating Expenditures Plant Acquisition"
"Imperial",2010,174667,175897,13,"Other_Operating_Expenditures_Plant_Acquisition",1191870,6.77595410950727,"Other Operating Expenditures Plant Acquisition"
"Imperial",2011,175897,176948,13,"Other_Operating_Expenditures_Plant_Acquisition",323370,1.82748604109682,"Other Operating Expenditures Plant Acquisition"
"Imperial",2012,176948,176584,13,"Other_Operating_Expenditures_Plant_Acquisition",493536,2.79490780591673,"Other Operating Expenditures Plant Acquisition"
"Imperial",2013,176584,NA,13,"Other_Operating_Expenditures_Plant_Acquisition",2797587,NA,"Other Operating Expenditures Plant Acquisition"
"Kern",2005,746718,767392,15,"Other_Operating_Expenditures_Plant_Acquisition",11015,0.0143538113506526,"Other Operating Expenditures Plant Acquisition"
"Kings",2007,NA,NA,16,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Kings",2009,NA,NA,16,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Kings",2012,NA,NA,16,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Kings",2013,NA,NA,16,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Lake",2003,62762,63443,17,"Other_Operating_Expenditures_Plant_Acquisition",77205,1.21691912425327,"Other Operating Expenditures Plant Acquisition"
"Lake",2004,63443,64204,17,"Other_Operating_Expenditures_Plant_Acquisition",50692,0.789545822690175,"Other Operating Expenditures Plant Acquisition"
"Lake",2005,64204,64670,17,"Other_Operating_Expenditures_Plant_Acquisition",329537,5.09567032627184,"Other Operating Expenditures Plant Acquisition"
"Lake",2006,64670,64667,17,"Other_Operating_Expenditures_Plant_Acquisition",167964,2.59736805480384,"Other Operating Expenditures Plant Acquisition"
"Lake",2007,64667,65102,17,"Other_Operating_Expenditures_Plant_Acquisition",33907,0.520828853184234,"Other Operating Expenditures Plant Acquisition"
"Lake",2008,65102,65236,17,"Other_Operating_Expenditures_Plant_Acquisition",124590,1.9098350603961,"Other Operating Expenditures Plant Acquisition"
"Lake",2009,65236,64748,17,"Other_Operating_Expenditures_Plant_Acquisition",124591,1.92424476431704,"Other Operating Expenditures Plant Acquisition"
"Lake",2010,64748,64262,17,"Other_Operating_Expenditures_Plant_Acquisition",319891,4.97791852105443,"Other Operating Expenditures Plant Acquisition"
"Lake",2011,64262,63983,17,"Other_Operating_Expenditures_Plant_Acquisition",11644,0.181985839988747,"Other Operating Expenditures Plant Acquisition"
"Lake",2012,63983,63860,17,"Other_Operating_Expenditures_Plant_Acquisition",62256,0.974882555590354,"Other Operating Expenditures Plant Acquisition"
"Lake",2013,63860,NA,17,"Other_Operating_Expenditures_Plant_Acquisition",66147,NA,"Other Operating Expenditures Plant Acquisition"
"Lassen",2003,33681,34099,18,"Other_Operating_Expenditures_Plant_Acquisition",81600,2.39303205372592,"Other Operating Expenditures Plant Acquisition"
"Lassen",2004,34099,34049,18,"Other_Operating_Expenditures_Plant_Acquisition",73937,2.1714881494317,"Other Operating Expenditures Plant Acquisition"
"Lassen",2005,34049,34073,18,"Other_Operating_Expenditures_Plant_Acquisition",17130,0.502744108238194,"Other Operating Expenditures Plant Acquisition"
"Lassen",2006,34073,34993,18,"Other_Operating_Expenditures_Plant_Acquisition",17554,0.501643185780013,"Other Operating Expenditures Plant Acquisition"
"Lassen",2007,34993,34562,18,"Other_Operating_Expenditures_Plant_Acquisition",17301,0.500578670215844,"Other Operating Expenditures Plant Acquisition"
"Lassen",2008,34562,34478,18,"Other_Operating_Expenditures_Plant_Acquisition",19518,0.566100121816811,"Other Operating Expenditures Plant Acquisition"
"Lassen",2009,34478,34820,18,"Other_Operating_Expenditures_Plant_Acquisition",26540,0.76220562894888,"Other Operating Expenditures Plant Acquisition"
"Lassen",2010,34820,34280,18,"Other_Operating_Expenditures_Plant_Acquisition",1165,0.0339848308051342,"Other Operating Expenditures Plant Acquisition"
"Lassen",2011,34280,33658,18,"Other_Operating_Expenditures_Plant_Acquisition",1954,0.0580545486957038,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2003,9781839,9808353,19,"Other_Operating_Expenditures_Plant_Acquisition",1253947,0.127844807379995,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2004,9808353,9802296,19,"Other_Operating_Expenditures_Plant_Acquisition",1234207,0.125909990883768,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2005,9802296,9755937,19,"Other_Operating_Expenditures_Plant_Acquisition",774728,0.0794109269053295,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2006,9755937,9727968,19,"Other_Operating_Expenditures_Plant_Acquisition",397823,0.0408947685683177,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2007,9727968,9771522,19,"Other_Operating_Expenditures_Plant_Acquisition",4947929,0.50636216139103,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2008,9771522,9831945,19,"Other_Operating_Expenditures_Plant_Acquisition",8324157,0.846643975327364,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2009,9831945,9825761,19,"Other_Operating_Expenditures_Plant_Acquisition",4227521,0.430248710507003,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2010,9825761,9889025,19,"Other_Operating_Expenditures_Plant_Acquisition",3094979,0.31297109674614,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2011,9889025,9962789,19,"Other_Operating_Expenditures_Plant_Acquisition",1642163,0.164829647601691,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2012,9962789,10017068,19,"Other_Operating_Expenditures_Plant_Acquisition",2651674,0.264715583442181,"Other Operating Expenditures Plant Acquisition"
"Los Angeles",2013,10017068,NA,19,"Other_Operating_Expenditures_Plant_Acquisition",2277677,NA,"Other Operating Expenditures Plant Acquisition"
"Madera",2003,132522,136752,20,"Other_Operating_Expenditures_Plant_Acquisition",11271,0.0824192699192699,"Other Operating Expenditures Plant Acquisition"
"Madera",2005,139826,143018,20,"Other_Operating_Expenditures_Plant_Acquisition",38,0.000265700820875694,"Other Operating Expenditures Plant Acquisition"
"Madera",2009,148606,151177,20,"Other_Operating_Expenditures_Plant_Acquisition",15041,0.099492647691117,"Other Operating Expenditures Plant Acquisition"
"Marin",2003,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",446655,NA,"Other Operating Expenditures Plant Acquisition"
"Marin",2004,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",405596,NA,"Other Operating Expenditures Plant Acquisition"
"Marin",2005,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",389413,NA,"Other Operating Expenditures Plant Acquisition"
"Marin",2006,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",336175,NA,"Other Operating Expenditures Plant Acquisition"
"Marin",2008,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Marin",2012,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Marin",2013,NA,NA,21,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2003,17578,17650,22,"Other_Operating_Expenditures_Plant_Acquisition",48179,2.72968838526912,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2004,17650,17715,22,"Other_Operating_Expenditures_Plant_Acquisition",37858,2.13705898955687,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2005,17715,17888,22,"Other_Operating_Expenditures_Plant_Acquisition",195037,10.903231216458,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2006,17888,17970,22,"Other_Operating_Expenditures_Plant_Acquisition",117516,6.53956594323873,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2007,17970,17954,22,"Other_Operating_Expenditures_Plant_Acquisition",54910,3.05837139356132,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2008,17954,17701,22,"Other_Operating_Expenditures_Plant_Acquisition",17502,0.988757697305237,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2009,17701,18254,22,"Other_Operating_Expenditures_Plant_Acquisition",47638,2.6097293743837,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2010,18254,18184,22,"Other_Operating_Expenditures_Plant_Acquisition",32688,1.79762428508579,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2011,18184,17905,22,"Other_Operating_Expenditures_Plant_Acquisition",48364,2.70114493158336,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2012,17905,17755,22,"Other_Operating_Expenditures_Plant_Acquisition",7328,0.412728808786257,"Other Operating Expenditures Plant Acquisition"
"Mariposa",2013,17755,NA,22,"Other_Operating_Expenditures_Plant_Acquisition",2665,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2003,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",6786,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2004,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",5657,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2005,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",1641,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2006,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",91325,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2007,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",693,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2008,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",18698,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2009,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",3485,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2010,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",12996,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2011,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",173585,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2012,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",24855,NA,"Other Operating Expenditures Plant Acquisition"
"Mendocino",2013,NA,NA,23,"Other_Operating_Expenditures_Plant_Acquisition",38208,NA,"Other Operating Expenditures Plant Acquisition"
"Modoc",2012,9327,9147,25,"Other_Operating_Expenditures_Plant_Acquisition",4128188,451.316059910353,"Other Operating Expenditures Plant Acquisition"
"Modoc",2013,9147,NA,25,"Other_Operating_Expenditures_Plant_Acquisition",2331778,NA,"Other Operating Expenditures Plant Acquisition"
"Mono",2003,12983,12870,26,"Other_Operating_Expenditures_Plant_Acquisition",384694,29.8907536907537,"Other Operating Expenditures Plant Acquisition"
"Mono",2004,12870,12832,26,"Other_Operating_Expenditures_Plant_Acquisition",245851,19.1592113466334,"Other Operating Expenditures Plant Acquisition"
"Mono",2005,12832,13062,26,"Other_Operating_Expenditures_Plant_Acquisition",190000,14.5460113305772,"Other Operating Expenditures Plant Acquisition"
"Mono",2013,14074,NA,26,"Other_Operating_Expenditures_Plant_Acquisition",158220,NA,"Other Operating Expenditures Plant Acquisition"
"Monterey",2003,409336,408022,27,"Other_Operating_Expenditures_Plant_Acquisition",25117539,61.5592762154982,"Other Operating Expenditures Plant Acquisition"
"Monterey",2004,408022,404135,27,"Other_Operating_Expenditures_Plant_Acquisition",19639777,48.5970702859193,"Other Operating Expenditures Plant Acquisition"
"Monterey",2005,404135,400544,27,"Other_Operating_Expenditures_Plant_Acquisition",28796887,71.8944410601582,"Other Operating Expenditures Plant Acquisition"
"Monterey",2006,400544,401154,27,"Other_Operating_Expenditures_Plant_Acquisition",16008343,39.9057294704777,"Other Operating Expenditures Plant Acquisition"
"Monterey",2007,401154,404840,27,"Other_Operating_Expenditures_Plant_Acquisition",1921841,4.74716184171525,"Other Operating Expenditures Plant Acquisition"
"Monterey",2008,404840,409069,27,"Other_Operating_Expenditures_Plant_Acquisition",4573960,11.1813899366611,"Other Operating Expenditures Plant Acquisition"
"Monterey",2009,409069,416335,27,"Other_Operating_Expenditures_Plant_Acquisition",9515836,22.8561999351484,"Other Operating Expenditures Plant Acquisition"
"Monterey",2010,416335,421612,27,"Other_Operating_Expenditures_Plant_Acquisition",25454386,60.3739599442141,"Other Operating Expenditures Plant Acquisition"
"Monterey",2011,421612,426762,27,"Other_Operating_Expenditures_Plant_Acquisition",1990272,4.66365796392369,"Other Operating Expenditures Plant Acquisition"
"Monterey",2012,426762,428826,27,"Other_Operating_Expenditures_Plant_Acquisition",2142790,4.99687518947079,"Other Operating Expenditures Plant Acquisition"
"Monterey",2013,428826,NA,27,"Other_Operating_Expenditures_Plant_Acquisition",2406686,NA,"Other Operating Expenditures Plant Acquisition"
"Napa",2003,129930,130075,28,"Other_Operating_Expenditures_Plant_Acquisition",1075409,8.26760714972132,"Other Operating Expenditures Plant Acquisition"
"Napa",2004,130075,129931,28,"Other_Operating_Expenditures_Plant_Acquisition",522060,4.01797877334893,"Other Operating Expenditures Plant Acquisition"
"Napa",2005,129931,130877,28,"Other_Operating_Expenditures_Plant_Acquisition",643968,4.92040618290456,"Other Operating Expenditures Plant Acquisition"
"Napa",2006,130877,131999,28,"Other_Operating_Expenditures_Plant_Acquisition",677030,5.12905400798491,"Other Operating Expenditures Plant Acquisition"
"Napa",2007,131999,133624,28,"Other_Operating_Expenditures_Plant_Acquisition",2046946,15.318700233491,"Other Operating Expenditures Plant Acquisition"
"Napa",2008,133624,134614,28,"Other_Operating_Expenditures_Plant_Acquisition",1151045,8.55070795013892,"Other Operating Expenditures Plant Acquisition"
"Napa",2009,134614,136824,28,"Other_Operating_Expenditures_Plant_Acquisition",3488949,25.4995395544641,"Other Operating Expenditures Plant Acquisition"
"Napa",2010,136824,137977,28,"Other_Operating_Expenditures_Plant_Acquisition",5242630,37.9964051979678,"Other Operating Expenditures Plant Acquisition"
"Napa",2011,137977,139045,28,"Other_Operating_Expenditures_Plant_Acquisition",6746334,48.5190693660326,"Other Operating Expenditures Plant Acquisition"
"Napa",2012,139045,140326,28,"Other_Operating_Expenditures_Plant_Acquisition",7943685,56.6087895329447,"Other Operating Expenditures Plant Acquisition"
"Napa",2013,140326,NA,28,"Other_Operating_Expenditures_Plant_Acquisition",14146830,NA,"Other Operating Expenditures Plant Acquisition"
"Nevada",2003,95295,96058,29,"Other_Operating_Expenditures_Plant_Acquisition",507238,5.28053884111683,"Other Operating Expenditures Plant Acquisition"
"Nevada",2004,96058,96651,29,"Other_Operating_Expenditures_Plant_Acquisition",294973,3.05193945225606,"Other Operating Expenditures Plant Acquisition"
"Nevada",2005,96651,96850,29,"Other_Operating_Expenditures_Plant_Acquisition",276703,2.85702632937532,"Other Operating Expenditures Plant Acquisition"
"Nevada",2006,96850,97055,29,"Other_Operating_Expenditures_Plant_Acquisition",88625,0.913142032867961,"Other Operating Expenditures Plant Acquisition"
"Nevada",2007,97055,97399,29,"Other_Operating_Expenditures_Plant_Acquisition",381407,3.91592316142876,"Other Operating Expenditures Plant Acquisition"
"Nevada",2008,97399,97721,29,"Other_Operating_Expenditures_Plant_Acquisition",436763,4.46948966956949,"Other Operating Expenditures Plant Acquisition"
"Nevada",2009,97721,98787,29,"Other_Operating_Expenditures_Plant_Acquisition",408886,4.1390668812698,"Other Operating Expenditures Plant Acquisition"
"Nevada",2010,98787,98737,29,"Other_Operating_Expenditures_Plant_Acquisition",198696,2.01237631283106,"Other Operating Expenditures Plant Acquisition"
"Nevada",2011,98737,98292,29,"Other_Operating_Expenditures_Plant_Acquisition",239398,2.43557970129817,"Other Operating Expenditures Plant Acquisition"
"Nevada",2012,98292,98200,29,"Other_Operating_Expenditures_Plant_Acquisition",113130,1.1520366598778,"Other Operating Expenditures Plant Acquisition"
"Nevada",2013,98200,NA,29,"Other_Operating_Expenditures_Plant_Acquisition",14394,NA,"Other Operating Expenditures Plant Acquisition"
"Orange",2003,2941573,2956461,30,"Other_Operating_Expenditures_Plant_Acquisition",18850118,6.37590619324929,"Other Operating Expenditures Plant Acquisition"
"Orange",2004,2956461,2957404,30,"Other_Operating_Expenditures_Plant_Acquisition",17790126,6.01545341793005,"Other Operating Expenditures Plant Acquisition"
"Orange",2005,2957404,2952610,30,"Other_Operating_Expenditures_Plant_Acquisition",21856423,7.40240770030583,"Other Operating Expenditures Plant Acquisition"
"Orange",2006,2952610,2957307,30,"Other_Operating_Expenditures_Plant_Acquisition",19955064,6.74771472829841,"Other Operating Expenditures Plant Acquisition"
"Orange",2007,2957307,2988541,30,"Other_Operating_Expenditures_Plant_Acquisition",20419099,6.83246406858731,"Other Operating Expenditures Plant Acquisition"
"Orange",2008,2988541,3023265,30,"Other_Operating_Expenditures_Plant_Acquisition",22839911,7.55471683759115,"Other Operating Expenditures Plant Acquisition"
"Orange",2009,3023265,3018181,30,"Other_Operating_Expenditures_Plant_Acquisition",18061424,5.98420836921311,"Other Operating Expenditures Plant Acquisition"
"Orange",2010,3018181,3056115,30,"Other_Operating_Expenditures_Plant_Acquisition",21048414,6.88731085054064,"Other Operating Expenditures Plant Acquisition"
"Orange",2011,3056115,3090132,30,"Other_Operating_Expenditures_Plant_Acquisition",20364008,6.5900123360426,"Other Operating Expenditures Plant Acquisition"
"Orange",2012,3090132,3114363,30,"Other_Operating_Expenditures_Plant_Acquisition",6824676,2.19135534297062,"Other Operating Expenditures Plant Acquisition"
"Orange",2013,3114363,NA,30,"Other_Operating_Expenditures_Plant_Acquisition",7136984,NA,"Other Operating Expenditures Plant Acquisition"
"Placer",2003,291634,303959,31,"Other_Operating_Expenditures_Plant_Acquisition",15516647,51.0484868024964,"Other Operating Expenditures Plant Acquisition"
"Placer",2004,303959,314100,31,"Other_Operating_Expenditures_Plant_Acquisition",11240024,35.7848583253741,"Other Operating Expenditures Plant Acquisition"
"Placer",2005,314100,323563,31,"Other_Operating_Expenditures_Plant_Acquisition",28496214,88.0700636352117,"Other Operating Expenditures Plant Acquisition"
"Placer",2006,323563,331181,31,"Other_Operating_Expenditures_Plant_Acquisition",33349772,100.699532883831,"Other Operating Expenditures Plant Acquisition"
"Placer",2007,331181,340254,31,"Other_Operating_Expenditures_Plant_Acquisition",13822175,40.6231080310591,"Other Operating Expenditures Plant Acquisition"
"Placer",2008,340254,346986,31,"Other_Operating_Expenditures_Plant_Acquisition",30430821,87.7004288357455,"Other Operating Expenditures Plant Acquisition"
"Placer",2009,346986,350206,31,"Other_Operating_Expenditures_Plant_Acquisition",14522904,41.4696036047355,"Other Operating Expenditures Plant Acquisition"
"Plumas",2003,20896,20926,32,"Other_Operating_Expenditures_Plant_Acquisition",559127,26.7192487814202,"Other Operating Expenditures Plant Acquisition"
"Plumas",2004,20926,20921,32,"Other_Operating_Expenditures_Plant_Acquisition",613424,29.3209693609292,"Other Operating Expenditures Plant Acquisition"
"Plumas",2005,20921,20660,32,"Other_Operating_Expenditures_Plant_Acquisition",81776,3.95818005808325,"Other Operating Expenditures Plant Acquisition"
"Plumas",2007,20571,20323,32,"Other_Operating_Expenditures_Plant_Acquisition",6032,0.296806573832603,"Other Operating Expenditures Plant Acquisition"
"Plumas",2008,20323,20081,32,"Other_Operating_Expenditures_Plant_Acquisition",6166,0.307056421492954,"Other Operating Expenditures Plant Acquisition"
"Plumas",2009,20081,19940,32,"Other_Operating_Expenditures_Plant_Acquisition",3827,0.191925777331996,"Other Operating Expenditures Plant Acquisition"
"Plumas",2010,19940,19714,32,"Other_Operating_Expenditures_Plant_Acquisition",459,0.0232829461296541,"Other Operating Expenditures Plant Acquisition"
"Plumas",2011,19714,19399,32,"Other_Operating_Expenditures_Plant_Acquisition",307,0.0158255580184546,"Other Operating Expenditures Plant Acquisition"
"Plumas",2012,19399,18859,32,"Other_Operating_Expenditures_Plant_Acquisition",122,0.00646905986531629,"Other Operating Expenditures Plant Acquisition"
"Plumas",2013,18859,NA,32,"Other_Operating_Expenditures_Plant_Acquisition",102,NA,"Other Operating Expenditures Plant Acquisition"
"Riverside",2004,1845608,1917246,33,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"Riverside",2005,1917246,1994262,33,"Other_Operating_Expenditures_Plant_Acquisition",1331767,0.667799416526013,"Other Operating Expenditures Plant Acquisition"
"Riverside",2006,1994262,2054818,33,"Other_Operating_Expenditures_Plant_Acquisition",798576,0.388635879187354,"Other Operating Expenditures Plant Acquisition"
"Riverside",2007,2054818,2087348,33,"Other_Operating_Expenditures_Plant_Acquisition",1652546,0.79169644927439,"Other Operating Expenditures Plant Acquisition"
"Riverside",2008,2087348,2121839,33,"Other_Operating_Expenditures_Plant_Acquisition",1793071,0.845055162055179,"Other Operating Expenditures Plant Acquisition"
"Riverside",2009,2121839,2202361,33,"Other_Operating_Expenditures_Plant_Acquisition",1839013,0.835018872927735,"Other Operating Expenditures Plant Acquisition"
"Riverside",2010,2202361,2237330,33,"Other_Operating_Expenditures_Plant_Acquisition",68808,0.0307545154268704,"Other Operating Expenditures Plant Acquisition"
"Riverside",2011,2237330,2268783,33,"Other_Operating_Expenditures_Plant_Acquisition",73309,0.0323120368937884,"Other Operating Expenditures Plant Acquisition"
"Riverside",2012,2268783,2292507,33,"Other_Operating_Expenditures_Plant_Acquisition",27673,0.0120710645594539,"Other Operating Expenditures Plant Acquisition"
"Riverside",2013,2292507,NA,33,"Other_Operating_Expenditures_Plant_Acquisition",7924,NA,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2003,1325640,1344543,34,"Other_Operating_Expenditures_Plant_Acquisition",10365042,7.70897025978344,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2004,1344543,1354776,34,"Other_Operating_Expenditures_Plant_Acquisition",7580716,5.59554937495202,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2005,1354776,1362171,34,"Other_Operating_Expenditures_Plant_Acquisition",5172371,3.79715248672891,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2006,1362171,1373330,34,"Other_Operating_Expenditures_Plant_Acquisition",3628859,2.64237947179483,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2007,1373330,1386082,34,"Other_Operating_Expenditures_Plant_Acquisition",3031692,2.18723856164354,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2008,1386082,1399663,34,"Other_Operating_Expenditures_Plant_Acquisition",13300390,9.50256597480965,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2009,1399663,1422316,34,"Other_Operating_Expenditures_Plant_Acquisition",119281,0.0838639233475543,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2010,1422316,1436262,34,"Other_Operating_Expenditures_Plant_Acquisition",2294462,1.5975232931039,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2011,1436262,1450121,34,"Other_Operating_Expenditures_Plant_Acquisition",8936464,6.16256436531848,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2012,1450121,1462131,34,"Other_Operating_Expenditures_Plant_Acquisition",10303429,7.04685763450744,"Other Operating Expenditures Plant Acquisition"
"Sacramento",2013,1462131,NA,34,"Other_Operating_Expenditures_Plant_Acquisition",8604902,NA,"Other Operating Expenditures Plant Acquisition"
"San Bernardino",2005,NA,NA,36,"Other_Operating_Expenditures_Plant_Acquisition",6789,NA,"Other Operating Expenditures Plant Acquisition"
"San Bernardino",2006,NA,NA,36,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"San Diego",2013,3211252,NA,37,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"San Luis Obispo",2009,266566,269954,40,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"San Luis Obispo",2011,271345,274804,40,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"San Luis Obispo",2012,274804,276443,40,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"San Luis Obispo",2013,276443,NA,40,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"San Mateo",2007,696812,707459,41,"Other_Operating_Expenditures_Plant_Acquisition",2e+06,2.82701895092154,"Other Operating Expenditures Plant Acquisition"
"San Mateo",2009,717891,720105,41,"Other_Operating_Expenditures_Plant_Acquisition",-16706,-0.0231993945327418,"Other Operating Expenditures Plant Acquisition"
"San Mateo",2011,729050,739311,41,"Other_Operating_Expenditures_Plant_Acquisition",2377417,3.21571977151699,"Other Operating Expenditures Plant Acquisition"
"San Mateo",2012,739311,747373,41,"Other_Operating_Expenditures_Plant_Acquisition",164364,0.219922314560467,"Other Operating Expenditures Plant Acquisition"
"San Mateo",2013,747373,NA,41,"Other_Operating_Expenditures_Plant_Acquisition",144590,NA,"Other Operating Expenditures Plant Acquisition"
"Santa Barbara",2009,405847,424403,42,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"Santa Barbara",2012,431249,435697,42,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"Santa Barbara",2013,435697,NA,42,"Other_Operating_Expenditures_Plant_Acquisition",0,NA,"Other Operating Expenditures Plant Acquisition"
"Santa Clara",2003,1669027,1669675,43,"Other_Operating_Expenditures_Plant_Acquisition",321614,0.19262071960112,"Other Operating Expenditures Plant Acquisition"
"Santa Clara",2004,1669675,1683013,43,"Other_Operating_Expenditures_Plant_Acquisition",101129,0.0600880682442738,"Other Operating Expenditures Plant Acquisition"
"Santa Clara",2005,1683013,1700372,43,"Other_Operating_Expenditures_Plant_Acquisition",736253,0.432995250451078,"Other Operating Expenditures Plant Acquisition"
"Santa Clara",2006,1700372,1724156,43,"Other_Operating_Expenditures_Plant_Acquisition",158141,0.0917208187658193,"Other Operating Expenditures Plant Acquisition"
"Santa Clara",2007,1724156,1755961,43,"Other_Operating_Expenditures_Plant_Acquisition",568090,0.323520852684086,"Other Operating Expenditures Plant Acquisition"
"Santa Clara",2008,1755961,1782913,43,"Other_Operating_Expenditures_Plant_Acquisition",185290,0.103925429900393,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2003,251617,250352,44,"Other_Operating_Expenditures_Plant_Acquisition",993588,3.96876398031572,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2004,250352,248858,44,"Other_Operating_Expenditures_Plant_Acquisition",2490246,10.0066945808453,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2005,248858,248581,44,"Other_Operating_Expenditures_Plant_Acquisition",1014326,4.08046471773788,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2006,248581,249877,44,"Other_Operating_Expenditures_Plant_Acquisition",0,0,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2007,249877,252673,44,"Other_Operating_Expenditures_Plant_Acquisition",100027,0.395875301278728,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2010,263435,264961,44,"Other_Operating_Expenditures_Plant_Acquisition",851602,3.21406546623843,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2011,264961,266776,44,"Other_Operating_Expenditures_Plant_Acquisition",1050769,3.93876885476954,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2012,266776,269419,44,"Other_Operating_Expenditures_Plant_Acquisition",2029532,7.53299507458642,"Other Operating Expenditures Plant Acquisition"
"Santa Cruz",2013,269419,NA,44,"Other_Operating_Expenditures_Plant_Acquisition",17503812,NA,"Other Operating Expenditures Plant Acquisition"
