"geo_type","region","transportation_type","alternative_name","sub-region","country.x","date","mobility","week_day","weekend_ind","entity_name","country.y","country_name.x","mean_temp","county","state","fips","country_name.y","CountryCode","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","LegacyStringencyIndex","LegacyStringencyIndexForDisplay","cases","predicted_walking_baseline","percent_of_predicted","lag_cases","new_cases","smoothed_percent_of_predicted"
"country/region","Albania","walking",NA,NA,NA,2020-03-25,25.42,4,"Week Day","Albania","AL","Albania",45.68,NA,NA,NA,"Albania","ALB",20200325,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,123,5,84.39,84.39,85.24,85.24,146,112.49577331543,0.225964045144383,123,23,0.209039594901825
"country/region","Albania","walking",NA,NA,NA,2020-03-26,23.03,5,"Week Day","Albania","AL","Albania",59.36,NA,NA,NA,"Albania","ALB",20200326,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,146,5,84.39,84.39,85.24,85.24,174,116.721572875977,0.197307142394926,146,28,0.206306873788892
"country/region","Albania","walking",NA,NA,NA,2020-03-27,28.27,6,"Week Day","Albania","AL","Albania",53.06,NA,NA,NA,"Albania","ALB",20200327,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,174,6,84.39,84.39,85.24,85.24,186,140.729568481445,0.200881735835972,174,12,0.204141232727743
"country/region","Albania","walking",NA,NA,NA,2020-03-28,24.69,7,"Weekend","Albania","AL","Albania",54.14,NA,NA,NA,"Albania","ALB",20200328,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,186,9,84.39,84.39,85.24,85.24,197,140.967620849609,0.175146603533448,186,11,0.202667663064763
"country/region","Albania","walking",NA,NA,NA,2020-03-29,20.26,1,"Weekend","Albania","AL","Albania",54.32,NA,NA,NA,"Albania","ALB",20200329,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,197,10,84.39,84.39,85.24,85.24,212,101.683334350586,0.199246023248482,197,15,0.202744536527667
"country/region","Albania","walking",NA,NA,NA,2020-03-30,22.9,2,"Week Day","Albania","AL","Albania",54.86,NA,NA,NA,"Albania","ALB",20200330,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,212,10,84.39,84.39,85.24,85.24,223,109.966659545898,0.208244936188517,212,11,0.203870675135431
"country/region","Albania","walking",NA,NA,NA,2020-03-31,25.93,3,"Week Day","Albania","AL","Albania",54.86,NA,NA,NA,"Albania","ALB",20200331,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,223,12,84.39,84.39,85.24,85.24,243,110.733772277832,0.234165236735017,223,20,0.205544900907028
"country/region","Albania","walking",NA,NA,NA,2020-04-01,23.5,4,"Week Day","Albania","AL","Albania",41,NA,NA,NA,"Albania","ALB",20200401,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,243,15,84.39,84.39,85.24,85.24,259,112.49577331543,0.208896737249921,243,16,0.208393907589255
"country/region","Albania","walking",NA,NA,NA,2020-04-02,26.65,5,"Week Day","Albania","AL","Albania",43.7,NA,NA,NA,"Albania","ALB",20200402,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,259,15,84.39,84.39,85.24,85.24,277,115.589515686035,0.230557242513126,259,18,0.212719537708256
"country/region","Albania","walking",NA,NA,NA,2020-04-03,27.76,6,"Week Day","Albania","AL","Albania",49.46,NA,NA,NA,"Albania","ALB",20200403,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,277,16,84.39,84.39,85.24,85.24,304,140.729568481445,0.19725776394788,277,27,0.217533336452028
"country/region","Albania","walking",NA,NA,NA,2020-04-04,24.9,7,"Weekend","Albania","AL","Albania",57.56,NA,NA,NA,"Albania","ALB",20200404,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,304,17,84.39,84.39,85.24,85.24,333,141.564971923828,0.175890968377389,304,29,0.221846849008569
"country/region","Albania","walking",NA,NA,NA,2020-04-05,23.92,1,"Weekend","Albania","AL","Albania",59.18,NA,NA,NA,"Albania","ALB",20200405,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,333,19,84.39,84.39,85.24,85.24,361,102.798767089844,0.232687615592651,333,28,0.225432376799947
"country/region","Albania","walking",NA,NA,NA,2020-04-06,31.13,2,"Week Day","Albania","AL","Albania",60.98,NA,NA,NA,"Albania","ALB",20200406,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,361,21,84.39,84.39,85.24,85.24,377,111.082092285156,0.28024319095545,361,16,0.229111970798767
"country/region","Albania","walking",NA,NA,NA,2020-04-07,25.8,3,"Week Day","Albania","AL","Albania",59.36,NA,NA,NA,"Albania","ALB",20200407,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,377,22,84.39,84.39,85.24,85.24,383,111.84920501709,0.230667710119691,377,6,0.233471800518832
"country/region","Albania","walking",NA,NA,NA,2020-04-08,29.81,4,"Week Day","Albania","AL","Albania",53.96,NA,NA,NA,"Albania","ALB",20200408,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,383,22,84.39,84.39,85.24,85.24,400,112.512397766113,0.264948579817559,383,17,0.239098035473947
"country/region","Albania","walking",NA,NA,NA,2020-04-09,28.96,5,"Week Day","Albania","AL","Albania",55.22,NA,NA,NA,"Albania","ALB",20200409,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,400,22,84.39,84.39,85.24,85.24,409,115.606140136719,0.25050572543769,400,9,0.248362091819206
"country/region","Albania","walking",NA,NA,NA,2020-04-10,27.29,6,"Week Day","Albania","AL","Albania",56.12,NA,NA,NA,"Albania","ALB",20200410,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,409,23,84.39,84.39,85.24,85.24,416,141.652786254883,0.192654170253282,409,7,0.259873508020593
"country/region","Albania","walking",NA,NA,NA,2020-04-11,27.63,7,"Weekend","Albania","AL","Albania",58.82,NA,NA,NA,"Albania","ALB",20200411,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,416,23,84.39,84.39,85.24,85.24,433,141.564971923828,0.195175399850091,416,17,0.268575637058252
"country/region","Albania","walking",NA,NA,NA,2020-04-12,29.59,1,"Weekend","Albania","AL","Albania",59.36,NA,NA,NA,"Albania","ALB",20200412,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,433,23,84.39,84.39,85.24,85.24,446,102.798767089844,0.287843919121511,433,13,0.274196825082119
"country/region","Albania","walking",NA,NA,NA,2020-04-13,35.52,2,"Week Day","Albania","AL","Albania",58.64,NA,NA,NA,"Albania","ALB",20200413,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,446,23,84.39,84.39,85.24,85.24,467,110.873268127441,0.320365770757043,446,21,0.279599116972315
"country/region","Albania","walking",NA,NA,NA,2020-04-14,38.08,3,"Week Day","Albania","AL","Albania",54.32,NA,NA,NA,"Albania","ALB",20200414,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,467,23,84.39,84.39,85.24,85.24,475,110.733772277832,0.343887860195505,467,8,0.284426413804253
"country/region","Albania","walking",NA,NA,NA,2020-04-15,35.48,4,"Week Day","Albania","AL","Albania",54.5,NA,NA,NA,"Albania","ALB",20200415,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,NA,475,24,84.39,84.39,85.24,85.24,494,112.512397766113,0.315343026230359,475,19,0.288322616653345
"country/region","Albania","walking",NA,NA,NA,2020-04-16,39.15,5,"Week Day","Albania","AL","Albania",53.42,NA,NA,NA,"Albania","ALB",20200416,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,NA,494,25,84.39,84.39,85.24,85.24,518,112.957389831543,0.346590869870361,494,24,0.289968966317612
"country/region","Albania","walking",NA,NA,NA,2020-04-17,34.58,6,"Week Day","Albania","AL","Albania",54.86,NA,NA,NA,"Albania","ALB",20200417,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,NA,518,26,84.39,84.39,85.24,85.24,539,140.746200561523,0.245690468815776,518,21,0.28938856995764
"country/region","Albania","walking",NA,NA,NA,2020-04-18,27.76,7,"Weekend","Albania","AL","Albania",56.3,NA,NA,NA,"Albania","ALB",20200418,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,NA,539,26,88.36,88.36,85.24,85.24,548,141.564971923828,0.196093706110695,539,9,0.288238128192682
"country/region","Albania","walking",NA,NA,NA,2020-04-19,27.93,1,"Weekend","Albania","AL","Albania",61.16,NA,NA,NA,"Albania","ALB",20200419,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,NA,548,26,88.36,88.36,85.24,85.24,562,102.798767089844,0.271695865531051,548,14,0.288174341641995
"country/region","Albania","walking",NA,NA,NA,2020-04-20,36.72,2,"Week Day","Albania","AL","Albania",61.52,NA,NA,NA,"Albania","ALB",20200420,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,1,1,0,0,NA,562,26,88.36,88.36,85.24,85.24,584,111.167152404785,0.330313399288074,562,22,0.288272248223102
"country/region","Albania","walking",NA,NA,NA,2020-04-21,34.46,3,"Week Day","Albania","AL","Albania",61.7,NA,NA,NA,"Albania","ALB",20200421,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,584,26,88.36,88.36,85.24,85.24,609,111.934265136719,0.30785925969952,584,25,0.287516083803518
"country/region","Albania","walking",NA,NA,NA,2020-04-22,35.39,4,"Week Day","Albania","AL","Albania",56.66,NA,NA,NA,"Albania","ALB",20200422,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,609,26,88.36,88.36,85.24,85.24,634,113.419006347656,0.312028831318811,609,25,0.287426345927484
"country/region","Albania","walking",NA,NA,NA,2020-04-23,34.8,5,"Week Day","Albania","AL","Albania",55.22,NA,NA,NA,"Albania","ALB",20200423,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,634,27,88.36,88.36,85.24,85.24,663,115.606140136719,0.30102207338507,634,29,0.289523532139239
"country/region","Albania","walking",NA,NA,NA,2020-04-24,34.63,6,"Week Day","Albania","AL","Albania",55.22,NA,NA,NA,"Albania","ALB",20200424,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,663,27,88.36,88.36,85.24,85.24,678,140.746200561523,0.246045718192318,663,15,0.294138314217808
"country/region","Albania","walking",NA,NA,NA,2020-04-25,29,7,"Weekend","Albania","AL","Albania",58.46,NA,NA,NA,"Albania","ALB",20200425,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,678,27,88.36,88.36,85.24,85.24,712,141.564971923828,0.204852935058003,678,34,0.300110087829601
"country/region","Albania","walking",NA,NA,NA,2020-04-26,35.22,1,"Weekend","Albania","AL","Albania",59.54,NA,NA,NA,"Albania","ALB",20200426,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,712,27,88.36,88.36,85.24,85.24,726,102.798767089844,0.342611112925299,712,14,0.306722436349945
"country/region","Albania","walking",NA,NA,NA,2020-04-27,41.83,2,"Week Day","Albania","AL","Albania",60.44,NA,NA,NA,"Albania","ALB",20200427,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,726,28,88.36,88.36,85.24,85.24,736,111.082092285156,0.376568348142194,726,10,0.313640562555578
"country/region","Albania","walking",NA,NA,NA,2020-04-28,37.53,3,"Week Day","Albania","AL","Albania",62.78,NA,NA,NA,"Albania","ALB",20200428,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,736,28,88.36,88.36,85.24,85.24,750,111.934265136719,0.335286071286215,736,14,0.321205617824617
"country/region","Albania","walking",NA,NA,NA,2020-04-29,41.49,4,"Week Day","Albania","AL","Albania",63.14,NA,NA,NA,"Albania","ALB",20200429,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,750,30,88.36,88.36,85.24,85.24,766,113.712890625,0.364866285360952,750,16,0.32971510843446
"country/region","Albania","walking",NA,NA,NA,2020-04-30,38.25,5,"Week Day","Albania","AL","Albania",62.42,NA,NA,NA,"Albania","ALB",20200430,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,766,31,88.36,88.36,85.24,85.24,773,115.463233947754,0.331274282663066,766,7,0.339466540662503
"country/region","Albania","walking",NA,NA,NA,2020-05-01,38.68,6,"Week Day","Albania","AL","Albania",61.88,NA,NA,NA,"Albania","ALB",20200501,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,773,31,88.36,88.36,85.24,85.24,782,116.080879211426,0.333215946181365,773,9,0.350368452617633
"country/region","Albania","walking",NA,NA,NA,2020-05-02,32.28,7,"Weekend","Albania","AL","Albania",59.72,NA,NA,NA,"Albania","ALB",20200502,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,782,31,88.36,88.36,85.24,85.24,789,141.773803710938,0.227686632897398,782,7,0.362271135815425
"country/region","Albania","walking",NA,NA,NA,2020-05-03,43.41,1,"Weekend","Albania","AL","Albania",62.06,NA,NA,NA,"Albania","ALB",20200503,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,789,31,88.36,88.36,85.24,85.24,795,102.883827209473,0.421932204287237,789,6,0.375384726643316
"country/region","Albania","walking",NA,NA,NA,2020-05-04,49.59,2,"Week Day","Albania","AL","Albania",59.54,NA,NA,NA,"Albania","ALB",20200504,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,795,31,88.36,88.36,85.24,85.24,803,111.082092285156,0.44642659298043,795,8,0.38991936148874
"country/region","Albania","walking",NA,NA,NA,2020-05-05,46.44,3,"Week Day","Albania","AL","Albania",61.34,NA,NA,NA,"Albania","ALB",20200505,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,803,31,88.36,88.36,85.24,85.24,820,111.84920501709,0.415201878215444,803,17,0.405808459544361
"country/region","Albania","walking",NA,NA,NA,2020-05-06,52.84,4,"Week Day","Albania","AL","Albania",60.44,NA,NA,NA,"Albania","ALB",20200506,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,820,31,88.36,88.36,85.24,85.24,832,113.627830505371,0.465026919593456,820,12,0.422826027522327
"country/region","Albania","walking",NA,NA,NA,2020-05-07,52.37,5,"Week Day","Albania","AL","Albania",59.18,NA,NA,NA,"Albania","ALB",20200507,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,2,0,1,0,0,2,1,2,1,0,0,NA,832,31,88.36,88.36,85.24,85.24,842,116.721572875977,0.448674556978821,832,10,0.440943083089292
"country/region","Albania","walking",NA,NA,NA,2020-05-08,48.1,6,"Week Day","Albania","AL","Albania",60.44,NA,NA,NA,"Albania","ALB",20200508,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,NA,NA,NA,NA,NA,2,1,2,1,0,0,NA,842,31,88.36,88.36,85.24,85.24,850,137.542953491211,0.349708936583753,842,8,0.460130643911914
"country/region","Albania","walking",NA,NA,NA,2020-05-09,44.86,7,"Weekend","Albania","AL","Albania",62.42,NA,NA,NA,"Albania","ALB",20200509,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,NA,NA,NA,NA,NA,2,1,2,1,0,0,NA,850,31,88.36,88.36,85.24,85.24,856,115.99308013916,0.3867472089385,850,6,0.480388570721045
"country/region","Albania","walking",NA,NA,NA,2020-05-10,68.87,1,"Weekend","Albania","AL","Albania",60.44,NA,NA,NA,"Albania","ALB",20200510,3,1,2,0,2,1,4,1,2,0,2,1,2,1,4,NA,NA,NA,NA,NA,2,1,2,1,0,0,NA,856,31,88.36,88.36,85.24,85.24,868,102.798767089844,0.669949669141549,856,12,0.501744840492099
"country/region","Albania","walking",NA,NA,NA,2020-05-13,61.79,4,"Week Day","Albania","AL","Albania",69.44,NA,NA,NA,"Albania","ALB",20200513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,31,NA,NA,NA,NA,880,113.712890625,0.543386063447897,868,12,0.572535627911771
"country/region","Argentina","walking",NA,NA,NA,2020-01-13,100,2,"Week Day","Argentina","AR","Argentina",75.1925,NA,NA,NA,NA,"ARG",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,99.5010757446289,1.00501425991264,NA,NA,0.999887167577983
"country/region","Argentina","walking",NA,NA,NA,2020-01-14,95.11,3,"Week Day","Argentina","AR","Argentina",76.561095890411,NA,NA,NA,NA,"ARG",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,98.5714492797852,0.964883855263605,NA,NA,1.0060593247699
"country/region","Argentina","walking",NA,NA,NA,2020-01-15,101.37,4,"Week Day","Argentina","AR","Argentina",73.133698630137,NA,NA,NA,NA,"ARG",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,102.046806335449,0.993367687243201,NA,NA,1.01104749591817
"country/region","Argentina","walking",NA,NA,NA,2020-01-16,112.67,5,"Week Day","Argentina","AR","Argentina",67.0225,NA,NA,NA,NA,"ARG",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,104.631660461426,1.0768251168253,NA,NA,1.01474668091542
"country/region","Argentina","walking",NA,NA,NA,2020-01-17,116.72,6,"Week Day","Argentina","AR","Argentina",70.48,NA,NA,NA,NA,"ARG",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,111.486343383789,1.04694437414809,NA,NA,1.01710276828948
"country/region","Argentina","walking",NA,NA,NA,2020-01-18,114.14,7,"Weekend","Argentina","AR","Argentina",74.5661971830986,NA,NA,NA,NA,"ARG",20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,109.424179077148,1.04309669912649,NA,NA,1.01821951167201
"country/region","Argentina","walking",NA,NA,NA,2020-01-19,84.54,1,"Weekend","Argentina","AR","Argentina",79.4505714285714,NA,NA,NA,NA,"ARG",20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,90.135612487793,0.93792007028797,NA,NA,1.01822870861124
"country/region","Argentina","walking",NA,NA,NA,2020-01-20,101.37,2,"Week Day","Argentina","AR","Argentina",80.2153424657534,NA,NA,NA,NA,"ARG",20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,99.8003921508789,1.01572747175931,NA,NA,1.01726215665544
"country/region","Argentina","walking",NA,NA,NA,2020-01-21,106.12,3,"Week Day","Argentina","AR","Argentina",75.5975,NA,NA,NA,NA,"ARG",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,100.268188476562,1.05836159615874,NA,NA,1.01454514166862
"country/region","Argentina","walking",NA,NA,NA,2020-01-22,104.91,4,"Week Day","Argentina","AR","Argentina",75.9964383561644,NA,NA,NA,"Argentina","ARG",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,0,102.046806335449,1.02805765086992,NA,NA,1.0098741287485
"country/region","Argentina","walking",NA,NA,NA,2020-01-23,102.56,5,"Week Day","Argentina","AR","Argentina",77.03,NA,NA,NA,"Argentina","ARG",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,103.135879516602,0.994416302849205,0,0,1.00423768429388
"country/region","Argentina","walking",NA,NA,NA,2020-01-24,104.88,6,"Week Day","Argentina","AR","Argentina",76.9075,NA,NA,NA,"Argentina","ARG",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,105.841567993164,0.990915025056827,0,0,0.998624374703587
"country/region","Argentina","walking",NA,NA,NA,2020-01-25,98.83,7,"Weekend","Argentina","AR","Argentina",77.85,NA,NA,NA,"Argentina","ARG",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,100.664283752441,0.981778206886641,0,0,0.991081705436865
"country/region","Argentina","walking",NA,NA,NA,2020-01-26,73.64,1,"Weekend","Argentina","AR","Argentina",76.7942857142857,NA,NA,NA,"Argentina","ARG",20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,74.1320953369141,0.993361912479641,0,0,0.981824065255781
"country/region","Argentina","walking",NA,NA,NA,2020-01-27,94.27,2,"Week Day","Argentina","AR","Argentina",72.1983098591549,NA,NA,NA,"Argentina","ARG",20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,95.1145401000977,0.991120809718379,0,0,0.975090345513348
"country/region","Argentina","walking",NA,NA,NA,2020-01-28,93.86,3,"Week Day","Argentina","AR","Argentina",73.37,NA,NA,NA,"Argentina","ARG",20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,95.8816528320312,0.978915123255407,0,0,0.970958595157561
"country/region","Argentina","walking",NA,NA,NA,2020-01-29,92.2,4,"Week Day","Argentina","AR","Argentina",70.325,NA,NA,NA,"Argentina","ARG",20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,97.660270690918,0.944089130080347,0,0,0.967103144652274
"country/region","Argentina","walking",NA,NA,NA,2020-01-30,96,5,"Week Day","Argentina","AR","Argentina",69.0961194029851,NA,NA,NA,"Argentina","ARG",20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,99.4106140136719,0.965691651263689,0,0,0.964157307624291
"country/region","Argentina","walking",NA,NA,NA,2020-01-31,98.99,6,"Week Day","Argentina","AR","Argentina",72.8865573770492,NA,NA,NA,"Argentina","ARG",20200131,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,107.099807739258,0.9242780364368,0,0,0.962754397700413
"country/region","Argentina","walking",NA,NA,NA,2020-02-01,97.42,7,"Weekend","Argentina","AR","Argentina",76.4523943661972,NA,NA,NA,"Argentina","ARG",20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,100.664283752441,0.967771252806806,0,0,0.963372943140162
"country/region","Argentina","walking",NA,NA,NA,2020-02-02,67.21,1,"Weekend","Argentina","AR","Argentina",77.0102857142857,NA,NA,NA,"Argentina","ARG",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,72.1430740356445,0.931620961518673,0,0,0.965615753523458
"country/region","Argentina","walking",NA,NA,NA,2020-02-03,95.18,2,"Week Day","Argentina","AR","Argentina",78.96,NA,NA,NA,"Argentina","ARG",20200203,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,95.1474075317383,1.00034254709726,0,0,0.968802564457704
"country/region","Argentina","walking",NA,NA,NA,2020-02-04,96.25,3,"Week Day","Argentina","AR","Argentina",77.3723287671233,NA,NA,NA,"Argentina","ARG",20200204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,95.8613052368164,1.0040547618481,0,0,0.972253111550305
"country/region","Argentina","walking",NA,NA,NA,2020-02-05,100.39,4,"Week Day","Argentina","AR","Argentina",72.5295890410959,NA,NA,NA,"Argentina","ARG",20200205,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,0,0,0,0,NA,NA,NA,11.11,11.11,14.29,14.29,0,99.9249877929688,1.00465361284802,0,0,0.978659940173977
