"geo_type","region","transportation_type","alternative_name","sub-region","country.x","date","mobility","week_day","weekend_ind","entity_name","country.y","country_name.x","mean_temp","county","state","fips","country_name.y","CountryCode","Date","C1_School closing","C1_Flag","C2_Workplace closing","C2_Flag","C3_Cancel public events","C3_Flag","C4_Restrictions on gatherings","C4_Flag","C5_Close public transport","C5_Flag","C6_Stay at home requirements","C6_Flag","C7_Restrictions on internal movement","C7_Flag","C8_International travel controls","E1_Income support","E1_Flag","E2_Debt/contract relief","E3_Fiscal measures","E4_International support","H1_Public information campaigns","H1_Flag","H2_Testing policy","H3_Contact tracing","H4_Emergency investment in healthcare","H5_Investment in vaccines","M1_Wildcard","ConfirmedCases","ConfirmedDeaths","StringencyIndex","StringencyIndexForDisplay","LegacyStringencyIndex","LegacyStringencyIndexForDisplay","cases","predicted_walking_baseline","percent_of_predicted","lag_cases","new_cases","smoothed_percent_of_predicted"
"country/region","Ireland","walking",NA,NA,NA,2020-03-16,51.6,2,"Week Day","Ireland","EI","Ireland",43.38,NA,NA,NA,"Ireland","IRL",20200316,3,1,1,1,2,1,4,1,0,NA,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,169,2,50.26,50.26,50,50,169,127.840042114258,0.403629403953749,129,40,0.438638182070976
"country/region","Ireland","walking",NA,NA,NA,2020-03-17,43.18,3,"Week Day","Ireland","EI","Ireland",47.84,NA,NA,NA,"Ireland","IRL",20200317,3,1,1,1,2,1,4,1,0,NA,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,223,2,50.26,50.26,50,50,223,128.106811523438,0.33706248314595,169,54,0.383972393583589
"country/region","Ireland","walking",NA,NA,NA,2020-03-18,38.47,4,"Week Day","Ireland","EI","Ireland",42.16,NA,NA,NA,"Ireland","IRL",20200318,3,1,1,1,2,1,4,1,0,NA,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,292,2,50.26,50.26,50,50,292,132.24755859375,0.290893838866059,223,69,0.335467217096168
"country/region","Ireland","walking",NA,NA,NA,2020-03-19,38.24,5,"Week Day","Ireland","EI","Ireland",40.74,NA,NA,NA,"Ireland","IRL",20200319,3,1,1,1,2,1,4,1,0,NA,0,NA,0,NA,0,1,1,0,216209600,0,2,1,2,1,0,0,NA,366,2,50.26,50.26,50,50,557,134.165313720703,0.285021507717007,292,265,0.29409850717741
"country/region","Ireland","walking",NA,NA,NA,2020-03-20,38.59,6,"Week Day","Ireland","EI","Ireland",40.86,NA,NA,NA,"Ireland","IRL",20200320,3,1,1,1,2,1,4,1,1,1,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,557,3,57.4,57.4,59.52,59.52,683,168.425720214844,0.22912177517053,557,126,0.260842118396014
"country/region","Ireland","walking",NA,NA,NA,2020-03-21,32.55,7,"Weekend","Ireland","EI","Ireland",41.86,NA,NA,NA,"Ireland","IRL",20200321,3,1,1,1,2,1,4,1,1,1,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,683,3,57.4,57.4,59.52,59.52,785,174.394104003906,0.186646218264758,683,102,0.241508054577586
"country/region","Ireland","walking",NA,NA,NA,2020-03-22,37.08,1,"Weekend","Ireland","EI","Ireland",43.54,NA,NA,NA,"Ireland","IRL",20200322,3,1,1,1,2,1,4,1,1,1,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,785,3,57.4,57.4,59.52,59.52,906,123.528129577637,0.300174544266012,785,121,0.235490084234893
"country/region","Ireland","walking",NA,NA,NA,2020-03-23,31.74,2,"Week Day","Ireland","EI","Ireland",45.36,NA,NA,NA,"Ireland","IRL",20200323,3,1,1,1,2,1,4,1,1,1,0,NA,0,NA,0,1,1,0,0,0,2,1,2,1,0,0,NA,906,4,57.4,57.4,59.52,59.52,1125,128.458602905273,0.247083490573266,906,219,0.234139708967369
"country/region","Ireland","walking",NA,NA,NA,2020-03-24,29.7,3,"Week Day","Ireland","EI","Ireland",48.36,NA,NA,NA,"Ireland","IRL",20200324,3,1,1,1,2,1,4,1,1,1,0,NA,0,NA,0,2,1,2,0,0,2,1,2,1,0,0,NA,1125,6,57.4,57.4,59.52,59.52,1329,128.106811523438,0.231837789472781,1125,204,0.228808430374452
"country/region","Ireland","walking",NA,NA,NA,2020-03-25,30.01,4,"Week Day","Ireland","EI","Ireland",48.3,NA,NA,NA,"Ireland","IRL",20200325,3,1,1,1,2,1,4,1,1,1,0,NA,0,NA,0,2,1,2,310714368,0,2,1,1,1,584993920,0,NA,1329,7,57.4,57.4,59.52,59.52,1564,129.885482788086,0.231049685891091,1329,235,0.22445165681706
"country/region","Ireland","walking",NA,NA,NA,2020-03-26,29.07,5,"Week Day","Ireland","EI","Ireland",45.94,NA,NA,NA,"Ireland","IRL",20200326,3,1,1,1,2,1,4,1,1,1,1,1,1,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,1564,9,70.36,70.36,69.05,69.05,1819,142.134765625,0.204524205405851,1564,255,0.225706169202997
"country/region","Ireland","walking",NA,NA,NA,2020-03-27,53.96,6,"Week Day","Ireland","EI","Ireland",46.1,NA,NA,NA,"Ireland","IRL",20200327,3,1,3,1,2,1,4,1,2,1,1,1,1,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,1819,19,79.63,79.63,80.95,80.95,2121,182.419021606445,0.295802485534729,1819,302,0.22344552795202
"country/region","Ireland","walking",NA,NA,NA,2020-03-28,39.39,7,"Weekend","Ireland","EI","Ireland",45.68,NA,NA,NA,"Ireland","IRL",20200328,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,2121,22,86.24,86.24,85.71,85.71,2415,187.095794677734,0.210533860837695,2121,294,0.214245441274882
"country/region","Ireland","walking",NA,NA,NA,2020-03-29,25.59,1,"Weekend","Ireland","EI","Ireland",40.52,NA,NA,NA,"Ireland","IRL",20200329,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,310.7,0,2,1,1,1,585,0,NA,2415,36,86.24,86.24,85.71,85.71,2615,119.807144165039,0.21359327257437,2415,200,0.202709752604919
"country/region","Ireland","walking",NA,NA,NA,2020-03-30,23.71,2,"Week Day","Ireland","EI","Ireland",42.38,NA,NA,NA,"Ireland","IRL",20200330,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,2615,46,86.24,86.24,85.71,85.71,2910,127.840042114258,0.185466146661693,2615,295,0.191754225195767
"country/region","Ireland","walking",NA,NA,NA,2020-03-31,24.82,3,"Week Day","Ireland","EI","Ireland",44.44,NA,NA,NA,"Ireland","IRL",20200331,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,2910,54,86.24,86.24,85.71,85.71,3235,132.653869628906,0.187103475152537,2910,325,0.184294622301061
"country/region","Ireland","walking",NA,NA,NA,2020-04-01,24.31,4,"Week Day","Ireland","EI","Ireland",45,NA,NA,NA,"Ireland","IRL",20200401,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,17496224,0,NA,3235,71,86.24,86.24,85.71,85.71,3447,135.051040649414,0.180006017599728,3235,212,0.180550206896893
"country/region","Ireland","walking",NA,NA,NA,2020-04-02,22.83,5,"Week Day","Ireland","EI","Ireland",47.24,NA,NA,NA,"Ireland","IRL",20200402,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,3447,85,86.24,86.24,85.71,85.71,3849,142.134765625,0.160622208786226,3447,402,0.178356754549576
"country/region","Ireland","walking",NA,NA,NA,2020-04-03,25.53,6,"Week Day","Ireland","EI","Ireland",46.24,NA,NA,NA,"Ireland","IRL",20200403,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,3849,98,86.24,86.24,85.71,85.71,4273,182.419021606445,0.1399525102984,3849,424,0.177054797398078
"country/region","Ireland","walking",NA,NA,NA,2020-04-04,25.31,7,"Weekend","Ireland","EI","Ireland",48.04,NA,NA,NA,"Ireland","IRL",20200404,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,4273,120,86.24,86.24,85.71,85.71,4604,187.095794677734,0.135278294435188,4273,331,0.175984867581368
"country/region","Ireland","walking",NA,NA,NA,2020-04-05,20.34,1,"Weekend","Ireland","EI","Ireland",51.44,NA,NA,NA,"Ireland","IRL",20200405,3,1,3,1,2,1,4,1,2,1,2,1,2,1,0,2,1,2,0,0,2,1,1,1,0,0,NA,4604,137,86.24,86.24,85.71,85.71,4994,121.717155456543,0.167108736017595,4604,390,0.176606546585884
"country/region","Ireland","walking",NA,NA,NA,2020-04-06,25.45,2,"Week Day","Ireland","EI","Ireland",48.24,NA,NA,NA,"Ireland","IRL",20200406,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,5111,158,91.8,91.8,91.43,91.43,5364,123.293045043945,0.206418780482945,4994,370,0.179668446338001
"country/region","Ireland","walking",NA,NA,NA,2020-04-07,30.37,3,"Week Day","Ireland","EI","Ireland",48.04,NA,NA,NA,"Ireland","IRL",20200407,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,5364,174,91.8,91.8,91.43,91.43,5709,128.106811523438,0.23706780021173,5364,345,0.183444644636583
"country/region","Ireland","walking",NA,NA,NA,2020-04-08,30.79,4,"Week Day","Ireland","EI","Ireland",49.92,NA,NA,NA,"Ireland","IRL",20200408,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,5709,210,91.8,91.8,91.43,91.43,6074,133.126129150391,0.231284423249601,5709,365,0.186209219280499
"country/region","Ireland","walking",NA,NA,NA,2020-04-09,27.46,5,"Week Day","Ireland","EI","Ireland",51.2,NA,NA,NA,"Ireland","IRL",20200409,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,2742177.5,0,2,1,1,1,0,0,NA,6224,235,91.8,91.8,91.43,91.43,6574,140.209854125977,0.195849287278536,6074,500,0.187231000955887
"country/region","Ireland","walking",NA,NA,NA,2020-04-10,30.13,6,"Week Day","Ireland","EI","Ireland",54.1,NA,NA,NA,"Ireland","IRL",20200410,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,7393,263,91.8,91.8,91.43,91.43,8089,181.822402954102,0.165711152808853,6574,1515,0.187815466478866
"country/region","Ireland","walking",NA,NA,NA,2020-04-11,29.79,7,"Weekend","Ireland","EI","Ireland",53.08,NA,NA,NA,"Ireland","IRL",20200411,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,8089,287,91.8,91.8,91.43,91.43,8928,187.095794677734,0.15922324738144,8089,839,0.189291662843276
"country/region","Ireland","walking",NA,NA,NA,2020-04-12,18.13,1,"Weekend","Ireland","EI","Ireland",47.3,NA,NA,NA,"Ireland","IRL",20200412,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,8928,320,91.8,91.8,91.43,91.43,9655,124.146690368652,0.146036917667021,8928,727,0.191360796431342
"country/region","Ireland","walking",NA,NA,NA,2020-04-13,25.9,2,"Week Day","Ireland","EI","Ireland",46,NA,NA,NA,"Ireland","IRL",20200413,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,9655,334,91.8,91.8,91.43,91.43,10647,128.458602905273,0.201621373845229,9655,992,0.193258370951411
"country/region","Ireland","walking",NA,NA,NA,2020-04-14,27.7,3,"Week Day","Ireland","EI","Ireland",44.6,NA,NA,NA,"Ireland","IRL",20200414,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,10647,365,91.8,91.8,91.43,91.43,11479,132.653869628906,0.208814112075958,10647,832,0.195614879386505
"country/region","Ireland","walking",NA,NA,NA,2020-04-15,29.83,4,"Week Day","Ireland","EI","Ireland",46.86,NA,NA,NA,"Ireland","IRL",20200415,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,11479,406,91.8,91.8,91.43,91.43,12547,135.051040649414,0.220879453105713,11479,1068,0.199060814719646
"country/region","Ireland","walking",NA,NA,NA,2020-04-16,29.35,5,"Week Day","Ireland","EI","Ireland",49.82,NA,NA,NA,"Ireland","IRL",20200416,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,12428000,2,1,1,1,0,0,NA,12547,444,91.8,91.8,91.43,91.43,13271,140.209854125977,0.209329081632375,12547,724,0.206108466565936
"country/region","Ireland","walking",NA,NA,NA,2020-04-17,30.7,6,"Week Day","Ireland","EI","Ireland",51.28,NA,NA,NA,"Ireland","IRL",20200417,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,13271,486,91.8,91.8,91.43,91.43,13980,181.805770874023,0.168861526520369,13271,709,0.21638330349753
"country/region","Ireland","walking",NA,NA,NA,2020-04-18,30.34,7,"Weekend","Ireland","EI","Ireland",48.78,NA,NA,NA,"Ireland","IRL",20200418,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,13980,530,91.8,91.8,91.43,91.43,14758,187.095794677734,0.162162917944038,13980,778,0.226185586933022
"country/region","Ireland","walking",NA,NA,NA,2020-04-19,33.53,1,"Weekend","Ireland","EI","Ireland",49.96,NA,NA,NA,"Ireland","IRL",20200419,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,14758,571,91.8,91.8,91.43,91.43,15251,121.717155456543,0.275474725598326,14758,493,0.231815578291006
"country/region","Ireland","walking",NA,NA,NA,2020-04-20,37.78,2,"Week Day","Ireland","EI","Ireland",50.6,NA,NA,NA,"Ireland","IRL",20200420,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,15251,610,91.8,91.8,91.43,91.43,15652,126.53369140625,0.298576605014259,15251,401,0.232592711938427
"country/region","Ireland","walking",NA,NA,NA,2020-04-21,35.95,3,"Week Day","Ireland","EI","Ireland",49.74,NA,NA,NA,"Ireland","IRL",20200421,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,15652,687,91.8,91.8,91.43,91.43,16040,131.347534179688,0.273701369610938,15652,388,0.231097151703649
"country/region","Ireland","walking",NA,NA,NA,2020-04-22,33.16,4,"Week Day","Ireland","EI","Ireland",51.6,NA,NA,NA,"Ireland","IRL",20200422,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,16040,730,91.8,91.8,91.43,91.43,16671,133.126129150391,0.249087089150918,16040,631,0.228520253197394
"country/region","Ireland","walking",NA,NA,NA,2020-04-23,30.47,5,"Week Day","Ireland","EI","Ireland",52.26,NA,NA,NA,"Ireland","IRL",20200423,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,16671,769,91.8,91.8,91.43,91.43,17607,140.209854125977,0.217317107916132,16671,936,0.226053372030387
"country/region","Ireland","walking",NA,NA,NA,2020-04-24,31.67,6,"Week Day","Ireland","EI","Ireland",52.06,NA,NA,NA,"Ireland","IRL",20200424,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,17607,794,91.8,91.8,91.43,91.43,18184,181.805770874023,0.174196890713358,17607,577,0.219698837712647
"country/region","Ireland","walking",NA,NA,NA,2020-04-25,33.02,7,"Weekend","Ireland","EI","Ireland",52.32,NA,NA,NA,"Ireland","IRL",20200425,3,1,3,1,2,1,4,1,2,1,2,1,2,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,18184,829,91.8,91.8,91.43,91.43,18561,187.095794677734,0.176487130867242,18184,377,0.209711846289493
"country/region","Ireland","walking",NA,NA,NA,2020-04-26,25.01,1,"Weekend","Ireland","EI","Ireland",49.62,NA,NA,NA,"Ireland","IRL",20200426,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,18561,1063,87.83,87.83,87.86,87.86,19262,121.717155456543,0.205476375998036,18561,701,0.203663053174598
"country/region","Ireland","walking",NA,NA,NA,2020-04-27,27.83,2,"Week Day","Ireland","EI","Ireland",47.52,NA,NA,NA,"Ireland","IRL",20200427,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,19262,1087,87.83,87.83,87.86,87.86,19648,123.293045043945,0.225722383530073,19262,386,0.203101138077288
"country/region","Ireland","walking",NA,NA,NA,2020-04-28,28.29,3,"Week Day","Ireland","EI","Ireland",46.88,NA,NA,NA,"Ireland","IRL",20200428,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,19648,1102,87.83,87.83,87.86,87.86,19877,133.272430419922,0.212271959855931,19648,229,0.204119159498856
"country/region","Ireland","walking",NA,NA,NA,2020-04-29,24.11,4,"Week Day","Ireland","EI","Ireland",46.62,NA,NA,NA,"Ireland","IRL",20200429,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,19877,1159,87.83,87.83,87.86,87.86,20253,135.051040649414,0.178525096023424,19877,376,0.206104341040923
"country/region","Ireland","walking",NA,NA,NA,2020-04-30,25.52,5,"Week Day","Ireland","EI","Ireland",46.14,NA,NA,NA,"Ireland","IRL",20200430,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,20253,1190,87.83,87.83,87.86,87.86,20612,142.134765625,0.179547909252058,20253,359,0.208443906305109
"country/region","Ireland","walking",NA,NA,NA,2020-05-01,37.79,6,"Week Day","Ireland","EI","Ireland",46.84,NA,NA,NA,"Ireland","IRL",20200501,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,20612,1232,87.83,87.83,87.86,87.86,20833,182.419021606445,0.207160413794615,20612,221,0.212425251946511
"country/region","Ireland","walking",NA,NA,NA,2020-05-02,36.32,7,"Weekend","Ireland","EI","Ireland",48.48,NA,NA,NA,"Ireland","IRL",20200502,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,6.483e+09,0,2,1,1,1,0,0,NA,20833,1265,87.83,87.83,87.86,87.86,21176,187.095794677734,0.19412515424283,20833,343,0.218402994188942
"country/region","Ireland","walking",NA,NA,NA,2020-05-03,31.92,1,"Weekend","Ireland","EI","Ireland",49.96,NA,NA,NA,"Ireland","IRL",20200503,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,21176,1265,87.83,87.83,87.86,87.86,21506,121.717155456543,0.262247337939116,21176,330,0.224365185987091
"country/region","Ireland","walking",NA,NA,NA,2020-05-04,34.83,2,"Week Day","Ireland","EI","Ireland",51.16,NA,NA,NA,"Ireland","IRL",20200504,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,19633914,NA,21506,1303,87.83,87.83,87.86,87.86,21772,126.53369140625,0.275262656237338,21506,266,0.228299880295648
"country/region","Ireland","walking",NA,NA,NA,2020-05-05,34.46,3,"Week Day","Ireland","EI","Ireland",50.82,NA,NA,NA,"Ireland","IRL",20200505,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,21722,1319,87.83,87.83,87.86,87.86,21983,131.347534179688,0.262357418547787,21772,211,0.230675620377267
"country/region","Ireland","walking",NA,NA,NA,2020-05-06,35.21,4,"Week Day","Ireland","EI","Ireland",52.66,NA,NA,NA,"Ireland","IRL",20200506,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,21983,1339,87.83,87.83,87.86,87.86,22248,133.126129150391,0.264486019571889,21983,265,0.233054162959794
"country/region","Ireland","walking",NA,NA,NA,2020-05-07,31.92,5,"Week Day","Ireland","EI","Ireland",54.48,NA,NA,NA,"Ireland","IRL",20200507,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,22248,1375,87.83,87.83,87.86,87.86,22385,140.226486206055,0.227631746780672,22248,137,0.235063381195706
"country/region","Ireland","walking",NA,NA,NA,2020-05-08,41.12,6,"Week Day","Ireland","EI","Ireland",55.58,NA,NA,NA,"Ireland","IRL",20200508,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,22385,1403,87.83,87.83,87.86,87.86,22541,182.728988647461,0.225032712676656,22385,156,0.236331148237482
"country/region","Ireland","walking",NA,NA,NA,2020-05-09,43.38,7,"Weekend","Ireland","EI","Ireland",55.84,NA,NA,NA,"Ireland","IRL",20200509,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,22541,1429,87.83,87.83,87.86,87.86,22760,187.709777832031,0.231101440218089,22541,219,0.236718485744376
"country/region","Ireland","walking",NA,NA,NA,2020-05-10,26.05,1,"Weekend","Ireland","EI","Ireland",50.02,NA,NA,NA,"Ireland","IRL",20200510,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,22760,1446,87.83,87.83,87.86,87.86,22996,121.717155456543,0.214020775479761,22760,236,0.236384569908564
"country/region","Ireland","walking",NA,NA,NA,2020-05-13,31.96,4,"Week Day","Ireland","EI","Ireland",46,NA,NA,NA,"Ireland","IRL",20200513,3,1,3,1,2,1,4,1,2,1,2,1,1,1,2,2,1,2,0,0,2,1,1,1,0,0,NA,23242,1488,87.83,87.83,87.86,87.86,23401,135.051040649414,0.236651267893349,22996,405,0.231806351863503
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-13,100,2,"Week Day","Israel","IS","Israel",54.284,NA,NA,NA,NA,"ISR",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,99.3535995483398,1.00650605971599,NA,NA,1.03317568123319
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-14,101.98,3,"Week Day","Israel","IS","Israel",55.544,NA,NA,NA,NA,"ISR",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,100.120712280273,1.01857046037109,NA,NA,1.02021510268458
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-15,104.91,4,"Week Day","Israel","IS","Israel",58.568,NA,NA,NA,NA,"ISR",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,103.163993835449,1.01692456931568,NA,NA,1.00883560509534
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-16,121.5,5,"Week Day","Israel","IS","Israel",61.628,NA,NA,NA,NA,"ISR",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,113.264228820801,1.07271290560967,NA,NA,0.999191969780633
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-17,86.39,6,"Week Day","Israel","IS","Israel",55.796,NA,NA,NA,NA,"ISR",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,87.4166793823242,0.988255337658916,NA,NA,0.991412498886892
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-18,82.07,7,"Weekend","Israel","IS","Israel",54.824,NA,NA,NA,NA,"ISR",20200118,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,82.903938293457,0.989940908591035,NA,NA,0.985359432636866
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-19,80.85,1,"Weekend","Israel","IS","Israel",54.248,NA,NA,NA,NA,"ISR",20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,85.006103515625,0.951108175251662,NA,NA,0.980788459460216
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-20,84.88,2,"Week Day","Israel","IS","Israel",53.096,NA,NA,NA,NA,"ISR",20200120,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,89.9457321166992,0.943680128034016,NA,NA,0.977455267786602
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-21,81.95,3,"Week Day","Israel","IS","Israel",48.128,NA,NA,NA,NA,"ISR",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,90.7128448486328,0.903400175981088,NA,NA,0.975694686147378
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-22,99.01,4,"Week Day","Israel","IS","Israel",48.416,NA,NA,NA,"Israel","ISR",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,99.6288909912109,0.993788036933328,NA,NA,0.975746323934528
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-23,108.37,5,"Week Day","Israel","IS","Israel",51.44,NA,NA,NA,"Israel","ISR",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,0,0,0,NA,0,0,0,0,0,0,0,104.881546020508,1.03326089394992,0,0,0.97722304086866
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-24,80.64,6,"Week Day","Israel","IS","Israel",49.604,NA,NA,NA,"Israel","ISR",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,0,0,0,NA,0,0,0,0,0,0,0,85.9393997192383,0.938335620954402,0,0,0.979737696670381
"country/region","Israel","walking","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",NA,NA,2020-01-25,85.31,7,"Weekend","Israel","IS","Israel",47.624,NA,NA,NA,"Israel","ISR",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,0,0,0,NA,0,0,0,0,0,0,0,87.8124084472656,0.971502792241846,0,0,0.986939979245078
